rep_point_x,rep_point_y,parent_block_uid,child_block_uid
7457788.452543772,1175221.7828571429,17021,321295
7470864.857111141,1175189.88,16415,321297
7457520.94177598,1175040.9957142859,17025,321299
7486715.423900714,1175262.8985714284,16546,321300
7472875.54943761,1175123.907142857,16440,321301
7459234.121799596,1174777.7114285715,16255,321302
7470782.287935133,1174983.9314285712,16415,321304
7472588.075618545,1174972.72,16439,321305
7473295.421473391,1175075.4371428571,16436,321306
7472958.735552286,1174880.017142857,16436,321309
7470551.465372637,1174875.5842857142,16415,321310
7456874.176592397,1174990.2071428571,17033,321311
7456889.7999833,1175111.5814285714,17033,321312
7486564.065103726,1174880.4028571427,16546,321313
7470724.1123058405,1174909.1942857143,16415,321314
7456929.635741235,1174791.172857143,17033,321315
7483682.692623453,1174876.4514285713,16561,321316
7482487.284723677,1174686.3714285714,16563,321317
7459519.447725197,1174982.06,16255,321319
7456518.696010755,1174800.6328571427,17058,321320
7484145.782901743,1174780.9928571428,16555,321321
7473703.234982142,1174951.27,16488,321322
7460148.934891142,1174869.5814285716,16270,321324
7470683.2657915605,1174830.117142857,16415,321325
7458181.24466863,1168628.0528571429,16309,321831
7457772.778002044,1168594.8557142857,16309,321832
7459021.492105591,1168584.0228571428,16300,321833
7463608.216382336,1176369.8585714286,16246,321127
7458974.799163419,1176402.6342857142,17012,321128
7464587.509741629,1176418.6857142856,16258,321129
7463485.96056452,1176480.6342857142,16395,321130
7457308.617293492,1176423.58,17019,321132
7458581.577916699,1176069.4142857143,17052,321133
7457490.215006389,1176500.4471428571,17019,321134
7458649.460709937,1168711.752857143,16335,321821
7457920.905150777,1168778.3085714285,16393,321822
7457556.8238353245,1168753.9414285715,16309,321824
7457847.0603779135,1168674.9828571428,16393,321825
7458187.354024675,1168449.7842857144,16309,321826
7459068.533787062,1168669.9857142856,16300,321827
7457333.738522881,1168710.7142857143,16393,321828
7459709.772554697,1168689.9,16300,321834
7457713.56236776,1168503.9528571428,16309,321836
7458943.101103222,1168500.592857143,16300,321837
7457112.484120119,1168428.4128571427,16332,321838
7457678.882047146,1168387.3814285714,16263,321839
7457558.607946146,1168321.9014285714,16263,321840
7459201.797520713,1168451.2871428572,16300,321841
7459015.724639965,1168316.7257142859,16352,321842
7459130.823095584,1168362.6671428573,16352,321843
7458444.163257082,1168233.63,16309,321844
7459326.495377365,1168147.0457142857,16352,321846
7456983.71813867,1168396.3242857144,16332,321847
7457293.521677066,1168258.2842857144,16309,321849
7457392.7549827695,1168331.3742857142,16263,321850
7469114.661785032,1179130.842857143,16645,320878
7459458.252656505,1168040.9714285715,16300,321851
7459737.193874446,1168222.3014285713,16288,321853
7457561.422024736,1168228.9114285714,16263,321854
7458081.491168015,1168144.6957142858,16309,321855
7457054.814494066,1179044.5942857142,17009,320879
7470937.037178978,1179080.2971428572,16444,320880
7472425.945263015,1178978.3242857144,16479,320866
7469337.397081334,1179259.1242857142,16645,320867
7467346.861553814,1179156.2942857144,16710,320869
7467920.518674208,1179245.8885714286,16640,320870
7459739.845248392,1179137.7842857142,17009,320871
7465469.628473243,1179210.9014285714,16687,320872
7467147.916491673,1179007.3314285716,16710,320873
7468345.347919604,1178980.6985714287,16720,320876
7467753.541741811,1179239.362857143,16640,320877
7458993.041176842,1167999.8485714286,16353,321862
7462858.945822611,1180061.8399999999,16976,320632
7461793.02133715,1180285.2471428572,16861,320635
7459576.786088024,1167884.9342857143,16288,321856
7457524.602605826,1168125.5128571428,16263,321857
7455393.374582209,1167298.7728571428,16301,321858
7458234.621263445,1168161.2314285715,16309,321859
7459917.741937874,1168104.1014285716,16300,321860
7459821.42406307,1168032.7528571428,16288,321861
7476436.094953841,1180588.7371428572,16520,320636
7469650.074541664,1180220.9985714285,16643,320637
7467728.126070226,1180227.53,16745,320643
7468034.67028142,1180296.417142857,16696,320647
7465790.227311917,1180235.7214285713,16771,320648
7473138.490641056,1180235.234285714,16480,320649
7468306.144553443,1180208.4657142856,16713,320652
7469537.054600632,1180236.3342857142,16643,320653
7465735.539967658,1180127.0685714285,16771,320654
7470207.879451252,1180262.5428571429,16785,320656
7468034.213337268,1180222.5371428572,16696,320657
7466189.958774719,1180268.1842857143,16683,320658
7468461.182060702,1180120.8485714286,16718,320660
7465722.270209791,1180071.7842857144,16771,320662
7465446.7164531145,1180180.1585714286,16796,320663
7470234.917254534,1180200.0428571429,16785,320664
7473403.790860818,1179971.0857142857,16480,320665
7473179.565586235,1180146.6042857142,16480,320666
7468824.068607312,1180197.4500000002,16718,320668
7464085.280532807,1180120.62,16972,320670
7463885.3710538875,1180087.767142857,16972,320671
7468025.593662789,1180160.4514285715,16696,320677
7469688.460277513,1179828.6785714286,16646,320678
7463011.392700137,1179975.7685714285,16976,320679
7467847.403378928,1180109.732857143,16696,320682
7462377.633932542,1180140.7285714287,16973,320683
7467630.053480533,1180243.0214285715,16745,320684
7470697.124941379,1179054.4985714287,16444,320881
7468723.217233803,1179068.3199999998,16645,320882
7451657.976944208,1178847.8314285714,17121,320883
7466713.221529646,1178994.607142857,16706,320885
7466589.362334711,1178943.8685714286,16706,320889
7466397.371356623,1178913.827142857,16706,320890
7470930.828054578,1178961.22,16444,320892
7470602.796573909,1178959.2885714287,16444,320893
7470761.53324585,1178931.2557142857,16444,320894
7466081.737183972,1179107.3885714286,16697,320895
7475408.952185361,1177958.5842857142,16520,320897
7467826.7278243825,1179002.6157142855,16715,320901
7466690.102930998,1178854.4714285713,16706,320903
7478664.901803136,1184461.2628571428,17572,319608
7471420.835220248,1184414.4142857143,16613,319609
7473541.779040355,1178622.252857143,16480,320905
7472091.183043493,1178785.347142857,16479,320906
7468017.400053966,1178739.5457142857,16720,320907
7470589.135627513,1178725.7285714285,16444,320908
7467001.170976353,1178966.8585714286,16710,320909
7468548.370031139,1178810.6314285714,16720,320910
7466506.148207855,1178833.6214285714,16706,320911
7470792.9283363,1178802.2942857142,16444,320912
7466231.050833484,1178862.17,16706,320913
7471095.989907652,1184611.4528571428,16613,319605
7470998.371707298,1184418.07,16613,319606
7476979.532609595,1184619.372857143,17559,319607
7467696.145809829,1184549.652857143,16838,319613
7467102.427998065,1184539.5457142857,16835,319614
7471442.506810637,1184283.622857143,16609,319618
7471133.177386351,1184436.81,16612,319619
7465531.889476851,1180079.2928571429,16686,320686
7467488.035702724,1180095.2042857143,16702,320688
7473227.6854897775,1180071.0757142857,16480,320689
7468220.297404881,1180073.8014285713,16713,320690
7462680.646996504,1180024.1285714286,16976,320692
7462429.002466362,1180070.4514285715,16973,320693
7476751.524130085,1184901.7114285715,17559,319384
7467802.587259528,1184970.464285714,16837,319386
7471853.106900878,1184958.4671428571,16783,319388
7471562.88851025,1185013.1171428573,16613,319389
7469828.403347356,1184982.15,16661,319390
7467409.308274565,1184956.5499999998,16897,319397
7469046.011066023,1184963.4628571428,16674,319400
7466911.832832307,1184946.5071428572,16891,319402
7468107.401586136,1184995.2471428572,16839,319403
7467032.275749331,1184917.2457142856,16832,319405
7467719.286617486,1184941.8442857142,16837,319406
7474985.999851383,1184884.8314285716,16580,319413
7471568.903855432,1184906.1685714284,16613,319414
7468182.660462737,1184892.5614285716,16839,319416
7477675.51105601,1185031.132857143,17571,319417
7479091.740480513,1185320.7757142857,17573,319420
7469898.965060308,1184931.4885714285,16661,319421
7474215.671945042,1185048.64,16586,319422
7469359.642464102,1184926.3128571429,16674,319424
7467342.371723026,1184909.192857143,16897,319425
7478573.907102674,1184435.23,17582,319670
7474288.898155872,1184313.6871428571,16580,319674
7481403.902150502,1184270.6628571427,17577,319675
7471218.277111162,1184282.3485714286,16612,319677
7466615.489835754,1184318.6457142858,17079,319684
7476663.956094509,1184383.7814285713,17560,319685
7472750.71880311,1184472.827142857,16574,319686
7472358.394276964,1184328.52,16610,319690
7478498.38328865,1184333.4157142858,17582,319692
7477280.537988007,1184349.5442857144,17560,319696
7479255.218115758,1184330.08,17573,319697
7467310.828180519,1184241.6214285714,16835,319698
7462299.890224314,1174262.382857143,16380,321370
7470013.351608008,1174226.0557142857,16462,321371
7459061.483783466,1174323.48,16324,321372
7471015.415617559,1174425.6914285715,16437,321373
7460591.868743705,1173783.3514285714,16326,321434
7462457.288532873,1174457.3814285714,16340,321374
7460505.85108527,1174376.4957142856,16372,321375
7484475.386778075,1174345.9571428571,16556,321377
7470605.848244099,1174283.07,16416,321378
7470434.599433795,1174375.2828571429,16462,321379
7473313.035138119,1174468.6600000001,16455,321380
7459699.388206828,1174291.56,16281,321381
7458875.288392916,1174147.407142857,16384,321382
7470063.492150595,1174293.0671428572,16462,321383
7460099.096401982,1174155.5271428572,16311,321384
7462171.360652318,1174317.2728571428,16307,321385
7477242.266879525,1184959.8542857142,17559,319427
7469106.184746375,1184905.3528571427,16674,319432
7464264.093003461,1176307.0028571428,16258,321135
7456950.784618193,1176276.7971428572,17019,321137
7458851.323093388,1176416.4785714285,17012,321138
7463517.560927019,1176437.7528571428,16395,321141
7458232.125537721,1176152.0871428573,17052,321142
7457161.05549812,1176432.83,17019,321145
7457253.403504522,1176357.3757142858,17019,321146
7457259.474420274,1176147.1614285714,17026,321147
7456759.554066146,1176310.4914285713,17019,321148
7458283.729252272,1176327.9328571428,17052,321149
7486173.423869085,1176290.0714285714,16558,321150
7463422.218829291,1176249.912857143,16395,321151
7457591.894261919,1176301.9957142856,17019,321152
7464357.208845911,1176194.0114285713,16258,321155
7462907.340784155,1176254.67,16271,321156
7458933.43430391,1176239.81,17012,321157
7485530.6790561685,1176224.0757142857,16542,321158
7458247.944671774,1176227.9371428574,17052,321159
7456827.492006158,1176259.5742857144,17019,321160
7485639.933140296,1176126.677142857,16542,321162
7485985.844835635,1176094.5842857142,16542,321163
7457729.6643658355,1176311.917142857,17019,321164
7472081.940053412,1176271.6742857143,16413,321165
7472127.230338346,1176216.3185714288,16413,321167
7459146.940694902,1176172.5042857141,17012,321169
7472057.806273367,1176086.6685714286,16413,321170
7458981.235154964,1176129.0657142857,17085,321171
7451041.158587401,1176314.8900000001,17120,321172
7486611.9931062665,1176148.3785714286,16546,321173
7463136.839701457,1176248.1800000002,16373,321174
7464062.809781352,1176164.0628571426,16374,321178
7457442.702382691,1176213.2642857144,17019,321179
7466902.226134407,1184189.9757142859,16892,319734
7475697.228368017,1184220.44,16581,319737
7468553.285281261,1184097.5342857142,16675,319738
7466556.356348998,1184144.7514285715,17079,319742
7484056.118182676,1184083.872857143,17586,319743
7474222.463682224,1184188.1228571427,16580,319747
7473694.417330129,1184164.4085714286,16584,319748
7471901.639401831,1184194.4000000001,16609,319752
7469966.536859893,1174156.7485714285,16462,321408
7458743.391350475,1173866.57,16291,321409
7470990.677963853,1173538.35,16477,321410
7462266.558509698,1173898.9028571427,16285,321411
7462173.137890416,1174011.7085714287,16285,321413
7462175.231021343,1173873.2057142858,16285,321414
7470834.888147631,1173918.962857143,16475,321416
7469770.305112998,1173784.2857142857,16463,321417
7459348.747814069,1173761.81,16325,321418
7458843.668790162,1174056.3157142857,16291,321419
7458786.876726396,1173972.9828571428,16291,321420
7461718.995339989,1173683.4128571427,16296,321421
7470501.6409250675,1173943.43,16476,321422
7470785.993768068,1173984.4471428571,16475,321423
7459517.876501888,1173784.7185714284,16325,321425
7469734.369279461,1174016.072857143,16463,321426
7470561.649056883,1173894.33,16464,321428
7458331.980334051,1173797.8142857144,16293,321429
7470346.9796746215,1174520.2685714287,16422,321348
7457856.527661117,1175855.6542857143,17052,321180
7463713.0277567245,1176130.7842857144,16246,321181
7486282.317510258,1176149.8157142857,16558,321182
7458786.9927575495,1167979.7442857143,16353,321864
7458086.9174989555,1168003.97,16354,321865
7459565.380988066,1168032.8457142857,16288,321866
7459953.79071999,1167893.1485714286,16288,321867
7459237.530743768,1167827.4957142859,16353,321868
7459685.604004948,1167843.6142857142,16288,321869
7458851.011303347,1167767.0457142857,16351,321870
7458939.498912325,1167863.5471428572,16353,321871
7458649.379655626,1167742.27,16351,321872
7459662.850912151,1168027.177142857,16288,321873
7459028.258320848,1167760.15,16353,321875
7459471.7507015895,1167718.4542857143,16353,321876
7458977.104517116,1167556.4414285715,16353,321881
7459187.055085041,1167700.0114285713,16353,321882
7459410.5019981675,1167650.6342857142,16353,321883
7459107.235091634,1167618.4128571427,16353,321884
7458735.601147307,1167744.2271428572,16351,321885
7458827.2565605,1167577.8499999999,16279,321887
7459901.944692002,1174542.7828571429,16311,321350
7470930.578569907,1174388.2085714284,16437,321351
7470582.540802335,1174408.5242857144,16416,321340
7457095.667328157,1174602.5642857142,17033,321341
7457337.996060549,1174335.4914285713,17033,321342
7470763.8891324345,1174588.2814285716,16437,321344
7459223.67984198,1174268.342857143,16324,321347
7459239.096653992,1174593.587142857,16324,321352
7483810.575375851,1174556.9214285715,16557,321353
7458953.981910424,1174477.3157142857,16324,321355
7459099.911615792,1174435.3371428573,16255,321356
7470340.769168355,1174126.577142857,16462,321358
7459500.139019999,1174462.6285714286,16324,321360
7459382.09679707,1174378.56,16324,321361
7470268.883500094,1174552.7542857141,16422,321362
7458881.405981442,1174538.892857143,16324,321363
7460125.478944704,1174383.6657142858,16389,321364
7482251.614087665,1174238.89,16563,321367
7473544.070904067,1179954.0914285714,16480,320706
7465891.235747083,1180054.08,16771,320707
7467343.709890192,1180025.0514285713,16702,320708
7462577.713422766,1179865.5857142857,16861,320709
7473673.036108916,1180094.322857143,16397,320710
7473265.667408664,1179982.0214285715,16480,320712
7465672.594032468,1179955.3214285714,16686,320714
7468274.066763154,1179970.5957142857,16713,320715
7469299.200055048,1180014.2314285715,16643,320703
7468582.464643946,1180104.8714285716,16718,320704
7462635.738619819,1179921.7542857141,16973,320705
7465419.7599485405,1180077.8557142857,16686,320694
7465840.765922029,1180114.8142857142,16771,320695
7467976.843358716,1179978.8928571427,16709,320696
7470011.979781166,1180046.6157142858,16646,320697
7463274.074834508,1179932.8842857145,16976,320698
7472880.015073448,1179961.6414285714,16444,320699
7465381.035502724,1180005.9157142858,16686,320700
7469108.404912631,1180076.952857143,16643,320702
7463955.678415014,1180024.1228571427,16972,320716
7473036.400619702,1179997.2228571428,16480,320717
7467258.932481073,1180073.3585714286,16702,320718
7463978.407881787,1179902.3714285714,16972,320719
7463620.105,1179893.0785714285,17083,320720
7463140.806853673,1179995.2042857143,16976,320721
7465907.852159283,1179882.132857143,16771,320722
7450217.022153718,1180329.6028571427,17617,320723
7470094.506140703,1180006.6142857145,16785,320724
7457408.378487224,1179957.9571428571,17009,320727
7469158.529631563,1179955.2471428572,16643,320728
7467327.581477127,1179837.5442857142,16702,320732
7467658.353846623,1179837.5442857142,16784,320733
7465889.79358064,1179819.0214285713,16686,320734
7473076.132090225,1179916.137142857,16480,320738
7463514.895016574,1179977.44,17083,320741
7466492.073443333,1179857.822857143,16789,320742
7462238.974950944,1174183.6014285716,16307,321386
7462157.252661456,1174089.1914285715,16285,321387
7458943.745304719,1174207.612857143,16384,321388
7468297.023987988,1173929.7957142857,16442,321390
7470692.1872665435,1174179.172857143,16416,321391
7479765.069107868,1173695.177142857,16550,321396
7459044.678665221,1174081.0857142857,16384,321397
7460438.709521975,1174131.265714286,16390,321398
7483970.582571161,1174246.6742857143,16556,321399
7459807.484276019,1174097.1228571427,16311,321400
7459321.257107427,1174114.172857143,16323,321401
7458533.285055382,1174046.0385714285,16291,321402
7458493.835965701,1173920.8285714285,16291,321403
7460014.337970011,1173958.6014285714,16290,321404
7469479.857943643,1173891.9057142856,16463,321405
7460368.538464369,1174016.6471428573,16311,321406
7469954.220746368,1184873.1814285715,16661,319446
7467269.087272638,1184867.4385714284,16832,319447
7467890.388504425,1179978.8928571427,16709,320744
7463114.995234096,1179912.5685714285,16976,320745
7467660.806553707,1184881.422857143,16837,319434
7468015.93131086,1184857.49,16839,319437
7477016.289268434,1184944.7914285716,17559,319440
7471630.481476216,1184856.3171428572,16613,319442
7474918.154908158,1184813.06,16587,319455
7466869.054114315,1184863.0914285714,16891,319457
7479459.976220185,1184761.0,17573,319458
7469420.757266849,1184866.2771428572,16667,319460
7467596.230568276,1184835.2914285713,16897,319463
7471869.306531148,1184805.75,16613,319466
7473855.427277369,1184889.8971428573,16589,319467
7471678.154838359,1184789.9414285715,16613,319470
7469166.287966746,1184847.8385714286,16674,319471
7476421.034708607,1184919.2942857144,17548,319476
7467228.34055046,1184784.3585714286,16832,319482
7468934.071075495,1184283.9114285714,16633,319485
7474757.288590499,1184793.8371428573,16587,319488
7473959.271682246,1184744.6857142858,16589,319489
7467910.216127712,1184677.6114285714,16837,319490
7467530.747142857,1184788.5514285713,16897,319491
7469319.093763415,1184639.857142857,16674,319492
7470309.449431794,1173715.902857143,16476,321430
7460154.411143275,1173488.0542857144,16256,321431
7462043.072078945,1173883.8585714286,16285,321432
7469552.448280139,1173740.582857143,16463,321438
7471104.308628337,1173849.57,16399,321439
7471160.846775249,1173724.6457142858,16399,321440
7469873.81052522,1173844.2585714287,16463,321441
7470752.466995228,1173703.272857143,16475,321442
7470900.890168486,1173886.7671428572,16475,321443
7460179.8418370895,1173796.4614285715,16323,321444
7459031.882920821,1173786.8342857142,16291,321445
7458912.699652199,1173808.867142857,16291,321446
7463424.245832603,1176149.89,16395,321186
7477088.679342992,1184851.8028571429,17559,319493
7486245.939712681,1176052.2385714287,16558,321183
7462833.0074316375,1176223.0514285713,16373,321184
7458687.158864781,1175745.2357142856,17084,321185
7459051.718116531,1176148.2357142859,17012,321188
7472174.92892359,1176138.767142857,16413,321189
7457854.318895606,1176063.9114285714,17052,321192
7485841.8465306815,1175893.7171428571,16542,321195
7486253.1527448995,1175912.2457142859,16558,321196
7463690.213604225,1176057.41,16246,321197
7480859.250391193,1174739.9971428572,16563,321198
7456918.734558725,1176089.2585714287,17026,321199
7472519.484990494,1175782.3128571429,16424,321200
7463969.724723076,1175969.577142857,16374,321201
7471969.4861828,1176033.6028571427,16413,321202
7457962.812733984,1175618.7657142857,17053,321203
7472056.400683704,1175834.9785714285,16432,321204
7459049.029470205,1175580.1400000001,17010,321205
7457174.5090791285,1175949.322857143,17026,321206
7485570.460105404,1175828.1314285714,16542,321207
7457795.824041663,1175992.672857143,17052,321208
7472188.243614452,1175865.5828571427,16432,321209
7472348.895854069,1176000.694285714,16424,321210
7486001.692448979,1175946.1,16542,321211
7471845.106304056,1175884.1628571427,16413,321212
7472365.360028551,1175821.4457142856,16432,321213
7458389.777771611,1176017.1628571427,17052,321214
7486139.569737552,1175743.5714285714,16558,321215
7485988.105174139,1175788.2271428572,16542,321216
7458185.747125747,1175796.3085714285,17015,321221
7472339.666915983,1175689.3042857144,16432,321226
7486880.76541651,1175901.8757142858,16546,321228
7485712.937832166,1175798.04,16542,321231
7467912.017821403,1178757.9757142859,16720,320936
7468100.403262835,1178798.0085714287,16720,320914
7468829.621986711,1178887.4814285715,16645,320915
7472686.165026663,1177714.2642857144,16417,320921
7466831.431744996,1178822.4485714284,16706,320923
7468624.772248083,1178847.8371428573,16720,320927
7455983.290976409,1178683.572857143,17076,320928
7455587.143377964,1178743.81,17076,320930
7466351.6049972065,1178688.4142857143,16706,320931
7480983.853940284,1177633.907142857,16571,320933
7466720.455959581,1178704.847142857,16764,320934
7466652.64535064,1178644.3285714285,16764,320935
7471390.599932898,1182946.2514285715,16762,320081
7480778.164104882,1183001.1642857143,16508,320086
7465721.065613867,1183056.822857143,17139,320087
7471738.3163312785,1183016.9714285715,16734,320088
7480659.716918995,1183061.9485714287,16508,320090
7472231.6344259875,1183123.1671428573,16740,320091
7475715.905042928,1182932.2885714285,16593,320092
7475121.3362875935,1183051.3542857142,16594,320093
7471591.898140794,1182885.9685714287,16734,320094
7470435.1638361225,1182960.8471428573,16754,320095
7475518.107030051,1182969.652857143,16593,320096
7465772.081603875,1182865.4671428571,17110,320099
7469439.03122706,1182890.75,16798,320101
7464825.312567315,1182914.8285714285,16929,320102
7465818.912642157,1182827.4042857143,17110,320104
7467092.481307795,1182863.6914285715,16919,320105
7468689.94305481,1182799.6457142858,16739,320106
7456992.471422035,1179588.7571428572,17009,320819
7474534.28536943,1182891.2257142856,16585,320108
7478099.539050789,1183020.1714285715,16492,320110
7480846.941353837,1182877.6099999999,16508,320111
7466964.145251464,1182789.0014285715,16910,320112
7474114.095929034,1177551.6285714284,16449,320981
7466823.378606932,1178058.2514285715,16765,320983
7457405.261393284,1179785.5571428572,17009,320746
7464885.00205406,1178082.14,16314,320980
7467355.352420187,1178136.2928571429,16641,320984
7467056.819226569,1177945.8714285716,16641,320988
7464720.102672625,1178004.327142857,16289,320990
7465146.069638434,1178092.4414285715,16264,320992
7455506.94562457,1178147.3471428573,17018,320993
7455275.002237434,1177968.49,17018,320994
7452631.433239055,1178027.4771428572,17121,320996
7455589.6720538065,1178096.9585714284,17018,320998
7455391.934583222,1178001.66,17018,321000
7473744.357921589,1177851.8,16449,321002
7454987.643545805,1177825.7742857141,16887,321005
7464390.582548112,1177769.1514285714,16289,321006
7464490.836317835,1177701.0885714288,16289,321008
7455026.25291168,1177970.8342857144,16887,321009
7467038.141129594,1177773.2571428572,16641,321010
7458294.046755716,1177683.9671428571,17009,321011
7464630.388867915,1177633.9028571427,16289,321014
7475599.924446471,1182749.5671428572,16585,320136
7470879.555926116,1182767.5642857144,16761,320137
7464972.232858216,1182724.1600000001,17136,320134
7466754.514490497,1182896.5428571429,16905,320113
7475833.482182583,1182916.4300000002,16517,320114
7475325.2498768745,1182843.5014285715,16594,320115
7469480.791679734,1182849.4528571428,16798,320117
7470712.847448114,1182741.27,16755,320119
7466708.480971575,1182978.2785714287,16905,320120
7476021.829865262,1182861.1942857143,16517,320123
7472428.793514211,1182893.82,16740,320124
7471291.388067115,1182955.7414285713,16762,320125
7468486.118594712,1182799.8485714286,16635,320126
7476170.173590277,1182860.06,16517,320131
7469714.273827056,1182858.8557142857,16797,320132
7469539.316082247,1182793.9742857143,16798,320133
7472097.68410342,1182901.5214285715,16788,320139
7471891.658643711,1182635.1157142855,16788,320140
7466117.30816338,1170736.6199999999,16334,321720
7466837.213544918,1169938.4300000002,16334,321723
7452974.787399487,1170676.832857143,17046,321726
7452525.758101426,1170722.48,17046,321728
7457238.534536499,1170732.5414285716,16257,321729
7457258.987811679,1170633.194285714,16257,321730
7458317.9880259,1170755.072857143,16318,321731
7457469.86627898,1170715.862857143,16257,321732
7457874.042764697,1170761.1700000002,16362,321733
7458545.454315499,1170716.4471428571,16318,321734
7465982.901535077,1179920.734285714,16771,320752
7457998.500353992,1170706.5214285715,16362,321736
7458954.787682317,1170579.72,16318,321737
7458545.464346541,1170307.8371428573,16312,321738
7458126.042289594,1170640.5314285716,16312,321739
7458689.087084987,1170575.8928571427,16318,321741
7457862.817542195,1170439.037142857,16312,321742
7457531.848366773,1170632.2457142856,16257,321743
7459062.184178523,1170598.0171428572,16318,321744
7473002.595108569,1179384.9314285715,16480,320748
7473126.424075838,1179842.0471428572,16480,320750
7465507.600709455,1179763.2271428572,16686,320753
7463658.1252945755,1179776.7428571428,17083,320755
7472749.429292126,1179804.0271428572,16444,320760
7465808.50995429,1179773.6085714286,16686,320761
7462976.486455126,1179655.6142857142,16861,320762
7457460.369121531,1179711.9971428572,17009,320763
7466774.39846242,1179657.9042857143,16702,320764
7463031.516210096,1179761.8157142857,16976,320767
7465239.443090726,1179916.4442857143,16686,320769
7466901.007514637,1179728.827142857,16702,320770
7474542.462616844,1179867.2742857144,16520,320771
7465757.439797891,1179698.5857142857,16686,320772
7453627.127689084,1180187.332857143,17121,320774
7474466.4339288995,1179711.6985714287,16520,320776
7473207.533756091,1179395.95,16479,320778
7472918.36407526,1179702.9342857143,16479,320779
7467499.366647525,1179789.2985714285,16784,320780
7474824.16484426,1179332.1114285714,16520,320782
7466049.741578782,1179685.8342857142,16742,320783
7465728.063045394,1179599.9914285713,16690,320785
7467130.050270734,1179665.8828571427,16702,320786
7462504.543487173,1179830.3785714284,16861,320787
7457125.411449029,1179649.56,17009,320789
7472227.396430561,1179396.3157142857,16479,320791
7466020.809805188,1179630.67,16742,320793
7467008.944791719,1179702.627142857,16702,320794
7466509.872321431,1179633.9057142856,16692,320796
7472817.440070653,1179642.4585714287,16479,320797
7472602.525176138,1179663.6928571428,16444,320798
7465926.969158956,1179648.3657142855,16686,320800
7479575.959103459,1184762.892857143,17573,319494
7478488.110306402,1186221.082857143,17565,318918
7467669.692696029,1186192.6400000001,16923,318921
7468457.2407948775,1186160.3185714285,16932,318922
7478484.993881352,1186305.0171428572,17565,318925
7466411.625691837,1185677.4957142856,16896,318928
7467696.9062464535,1186141.505714286,16923,318931
7470037.889785018,1186198.1600000001,16766,318932
7475112.644324148,1186136.267142857,17430,318933
7467393.568394321,1186167.1057142857,16907,318935
7468713.172130693,1186181.2214285713,16933,318937
7474442.1982549,1186094.3814285714,16599,318939
7466793.8123668125,1184830.4442857143,16892,319541
7470856.21431542,1185693.5542857142,16810,318940
7468872.22711306,1186080.8242857144,17138,318943
7474365.22098011,1186065.24,16599,318949
7468587.636887534,1186096.4742857143,16932,318953
7474287.773699186,1186039.6714285715,16599,318959
7458860.3836420495,1170468.3885714286,16318,321746
7458268.337115527,1170372.1557142856,16286,321747
7458464.333294917,1170235.1014285714,16286,321750
7458315.03337999,1170215.112857143,16286,321751
7458869.5514386445,1169673.8514285714,16282,321752
7451995.590270849,1170130.3371428573,17046,321753
7463111.659578297,1169644.4242857143,16253,321757
7457827.753735214,1170013.1742857143,16369,321760
7457862.019432493,1169963.31,16370,321761
7457898.569374317,1169933.8642857145,16370,321765
7457785.934544971,1169847.4185714286,16370,321769
7457922.634418809,1169826.6314285714,16370,321770
7459029.40465965,1169836.862857143,16266,321771
7458669.796546362,1169743.9642857143,16282,321772
7469167.032164823,1180840.322857143,16723,320532
7468002.8894134015,1180938.362857143,16744,320533
7470671.33116176,1180688.882857143,16732,320511
7483897.59295055,1180931.2228571428,17577,320512
7469647.092850374,1180898.1542857143,16723,320513
7469491.950042548,1180897.1828571428,16723,320514
7470190.850062963,1180947.1957142856,16801,320515
7470113.056542287,1181004.3557142857,16801,320516
7466773.960136797,1181027.4214285715,16681,320517
7465396.847847493,1181066.4728571428,16957,320518
7467262.962305535,1180981.712857143,16808,320521
7469352.334227888,1180766.882857143,16718,320523
7467832.461146971,1181062.5,16695,320524
7466951.330064012,1180864.8214285714,16780,320527
7469798.192211103,1180879.79,16727,320528
7465667.441232652,1180730.8728571427,16965,320534
7467675.798641991,1180993.2642857144,16695,320536
7465025.565836167,1180876.39,16963,320539
7452424.927724003,1180671.7771428572,17617,320541
7469229.527429773,1180784.0857142857,16723,320542
7469227.641318165,1184790.2014285713,16674,319501
7467138.224117944,1184771.3157142857,16832,319503
7478558.613739019,1184692.332857143,17573,319539
7476482.228864938,1184721.89,17548,319512
7476832.124094954,1184690.832857143,17559,319518
7476554.27366049,1184773.9514285715,17548,319519
7471329.00057031,1184795.2114285715,16613,319520
7467464.770050024,1184740.5785714285,16897,319521
7467059.417856293,1184744.4185714284,16832,319528
7468488.325347204,1184728.4914285715,16922,319529
7469289.275088342,1184729.8028571429,16674,319531
7468101.965029467,1184757.4714285715,16839,319533
7466386.072365789,1184748.3214285714,16891,319537
7467396.980136416,1184692.1114285714,16897,319544
7476896.708967028,1184634.5685714285,17559,319545
7458107.329340177,1175733.232857143,17015,321232
7486001.817583473,1175622.6142857145,16542,321233
7457602.894132866,1175729.65,17020,321234
7458334.982248295,1175570.652857143,17084,321237
7471990.2530823145,1178785.347142857,16479,320937
7466617.416119768,1178558.0957142857,16764,320943
7466574.780203741,1178483.5457142857,16764,320947
7471852.56367068,1178480.6285714286,16479,320949
7453778.341780924,1178700.1628571427,17121,320951
7466429.49814447,1178504.1471428573,16764,320954
7471898.348333448,1178383.7557142857,16479,320956
7467410.097574698,1178398.3557142857,16716,320958
