rep_point_x,rep_point_y,parent_block_uid,child_block_uid
7484799.181336433,1198404.0757142857,17503,314777
7482542.703235184,1197208.76,17523,315080
7483372.049808347,1196787.7228571428,17424,315095
7477426.072819278,1197057.432857143,17324,315090
7482229.1442688,1197052.1885714284,17523,315092
7477784.553919511,1197099.6985714287,17324,315093
7483580.555610253,1197065.6885714286,17584,315097
7482370.140407268,1196876.5585714285,17523,315103
7477477.315048329,1197001.2771428572,17324,315105
7484032.98429439,1197774.1885714284,17504,314918
7483699.841732783,1197751.22,17508,314919
7483217.542525588,1197791.577142857,17425,314922
7483671.418961782,1197847.015714286,17510,314924
7484282.069343813,1197818.7214285715,17611,314925
7482657.1825687345,1197784.307142857,17524,314927
7482085.085532505,1197781.2457142859,17521,314930
7482497.728587627,1197693.6057142857,17525,314932
7482051.37664111,1197682.3885714286,17521,314938
7483705.020006213,1197514.9657142856,17508,314939
7484797.829477144,1200554.8957142858,17496,314292
7484114.476984362,1200652.8485714286,17516,314293
7482198.5522164805,1200711.922857143,17404,314294
7484430.734260028,1200483.3342857142,17506,314319
7484182.620133447,1200603.602857143,17516,314297
7484046.873179389,1200564.3585714286,17516,314298
7484221.367609024,1200460.9257142856,17515,314303
7484643.675549247,1200300.7057142858,17515,314314
7483785.45858367,1199339.3199999998,17514,314497
7482484.991823332,1199206.0942857144,17519,314501
7480586.323822568,1199331.1957142856,17411,314508
7440174.747922983,1190437.3357142857,17614,311204
7440409.149704674,1190438.0571428572,17618,311205
7436108.902704069,1188416.4542857143,17623,311222
7440356.060924327,1189773.015714286,17618,311223
7440171.810398944,1189442.1214285714,17618,311224
7440457.124474507,1189485.7971428572,17614,311225
7432676.53750135,1189218.8857142858,17623,311226
7443984.781222951,1189348.85,17627,311230
7447068.175289575,1188055.535714286,17628,311231
7444159.059080282,1189217.3971428573,17626,311232
7430016.392397424,1188129.7771428572,16239,311233
7439395.019938176,1187878.3900000001,17623,311237
7483927.755039483,1197294.7585714285,17508,315022
7432411.791006863,1188104.7342857143,17623,311238
7435312.548792768,1187324.0785714285,17623,311241
7483134.647377796,1197243.2114285715,17425,315023
7483591.152012187,1197146.4057142858,17584,315025
7431671.79224297,1187118.5985714286,16239,311245
7445113.848018969,1172805.0057142857,17619,311656
7430365.8893800685,1172670.3399999999,16225,311658
7443661.873795949,1173010.2942857142,17619,311659
7435453.414750327,1171034.67,16244,311665
7483083.1546257455,1199085.2014285715,17518,314527
7481484.177300777,1199260.642857143,17405,314528
7485128.997424735,1199113.3242857144,17486,314530
7445870.240426135,1179232.6800000002,17613,311445
7484272.392405447,1199674.35,17601,314397
7483942.640698231,1199207.537142857,17514,314533
7482034.061855329,1199069.0499999998,17519,314537
7483941.047350289,1199117.42,17514,314543
7484976.10672819,1199088.9657142856,17486,314549
7482691.990396549,1199008.3385714288,17518,314552
7481899.5952069,1198952.3842857142,17519,314567
7434482.612740292,1185016.892857143,17623,311248
7438546.1742817275,1186673.22,17623,311249
7430650.604201305,1186890.42,16240,311251
7431328.090988379,1185857.8814285714,16239,311252
7441815.233936927,1186276.3442857144,17622,311254
7430357.678049909,1185478.2057142858,16239,311282
7430572.982925354,1185199.5685714285,16239,311283
7430294.807839211,1185216.8371428573,16239,311284
7430659.984697522,1184915.097142857,16240,311285
7446116.148439195,1184756.3728571427,17620,311287
7438381.769319918,1183886.3685714286,17622,311295
7437916.05614306,1183953.33,17622,311296
7440404.297829745,1183678.6628571427,17622,311298
7447449.062869205,1182581.107142857,17620,311301
7443126.367201533,1181560.9357142858,17622,311316
7445003.032505527,1165273.7728571428,16242,311767
7442233.793398409,1166315.1228571427,16244,311768
7447724.589703254,1166009.8471428573,16241,311769
7452156.764051085,1166025.5142857144,16241,311774
7431850.121105194,1178762.75,17616,311516
7437168.420465614,1191477.6071428573,17627,312148
7434587.11692951,1191876.8057142857,17624,312163
7439458.225090196,1191645.4442857143,17615,312164
7439751.242559234,1191649.407142857,17615,312165
7439827.367161123,1191715.8714285714,17618,312168
7437402.113366615,1191542.4285714286,17627,312172
7482851.865560674,1199680.8785714286,17517,314408
7484638.945489309,1199613.734285714,17601,314409
7482060.671864931,1199622.8185714285,17405,314410
7480823.18088782,1199588.8114285714,17400,314413
7480664.2512491215,1199679.4242857143,17400,314416
7480970.038892728,1199148.1942857143,17403,314430
7480965.736685866,1199512.6585714286,17400,314432
7482132.063686021,1198865.7914285716,17528,314602
7437927.2705748435,1191341.24,17627,312177
7432444.527807352,1191287.8728571427,17623,312178
7445585.322505774,1169430.887142857,16243,311725
7447961.348744994,1164721.7571428572,16241,311789
7435907.756067976,1177413.9114285714,16238,311521
7443937.166153111,1170130.167142857,16245,311692
7446485.365551986,1169771.2842857144,16243,311704
7450633.371584943,1168692.5228571428,16241,311723
7481853.010617601,1199444.122857143,17405,314447
7482907.082162621,1199444.6157142858,17517,314449
7482507.533864582,1199502.7928571429,17588,314452
7484399.386081349,1199480.4157142858,17601,314454
7484028.052330159,1198866.5157142857,17422,314480
7445768.612017193,1190158.2371428572,17626,311180
7439661.669926649,1191591.5942857144,17618,311185
7430223.230564902,1187272.4500000002,16240,311246
7445409.545806423,1180630.0142857144,17613,311362
7428797.889883817,1180271.5757142857,16237,311367
7442784.399922257,1190715.59,17627,311197
7440197.712104189,1190642.6600000001,17618,311201
7436684.124420607,1189578.8585714286,17624,311203
7449387.494446708,1176551.6414285714,17613,311587
7430356.89968372,1179495.8942857143,16238,311375
7471007.264888384,1190312.0371428572,17082,317318
7446202.497582996,1175552.8342857142,17629,311595
7430894.750324082,1175683.4857142856,16238,311596
7447919.962069752,1176041.88,17621,311597
7442874.827517094,1174380.6285714286,17619,311602
7447793.904574677,1175856.7314285715,17621,311603
7449285.690357732,1175796.3528571427,17613,311605
7469298.649217274,1184984.6257142858,16674,319392
7483309.723958434,1200986.2185714287,17412,314234
7483027.2475968525,1197239.73,17522,315040
7483102.492273517,1196998.657142857,17522,315049
7482612.228298726,1196938.46,17523,315050
7483030.395953835,1197113.677142857,17522,315054
7476867.027952691,1197053.5842857142,17327,315057
7483466.689364394,1197192.7742857144,17584,315062
7483625.2667778265,1201558.2671428572,17402,314191
7483435.560302198,1201560.984285714,17402,314192
7483691.199876928,1201147.5657142857,17412,314219
7483242.635312721,1201165.0057142857,17412,314227
7482662.1730761565,1200975.567142857,17406,314228
7483478.821339108,1201111.0371428572,17412,314229
7482402.735133449,1200795.0585714285,17404,314231
7481253.053875082,1198976.9142857143,17403,314642
7482303.890770353,1198717.6242857142,17528,314645
7480960.3195784725,1198888.0357142857,17403,314647
7483666.436891509,1198700.2314285715,17509,314655
7474717.99899588,1179898.1099999999,16520,320743
7484112.013987223,1197841.3971428573,17504,314894
7467188.400856037,1186769.1142857145,16928,318733
7484230.613739559,1197690.1714285715,17611,314941
7483088.626870528,1197650.7514285715,17425,314957
7485150.480942794,1198662.9585714284,17486,314679
7470306.384435564,1189025.9285714286,16860,317857
7477783.786573233,1189068.882857143,17153,317858
7477664.980277508,1188993.637142857,17153,317859
7472546.468942881,1188960.8114285714,16790,317860
7477296.977982152,1189012.4485714287,17152,317861
7470915.686975937,1188990.907142857,16863,317863
7476392.382837048,1188983.4771428572,17188,317865
7475286.183438389,1188948.147142857,17168,317866
7472831.686590143,1189011.1057142857,16616,317871
7471764.709329357,1188905.2671428572,16756,317875
7476618.154211522,1188903.4742857143,17196,317876
7476763.670812825,1188995.8642857145,17196,317877
7467378.98197848,1186858.4785714287,16928,318720
7469509.912967338,1186805.1942857143,16632,318721
7467898.721255118,1186731.0871428573,16932,318725
7474979.777046965,1186801.4300000002,17174,318729
7478543.724153584,1186797.9000000001,17549,318731
7469740.285758666,1186778.0428571429,16630,318732
7471235.600167369,1184178.5185714285,16781,319754
7467147.902731625,1184132.42,16835,319755
7470798.263669196,1184124.4614285715,16612,319757
7472478.041977401,1184031.8657142858,16608,319759
7472123.988158546,1184046.2957142857,16610,319760
7471951.049983978,1184116.057142857,16610,319761
7466947.763945282,1184072.3085714285,17080,319765
7471803.342282029,1184114.5528571429,16609,319768
7475886.31776674,1184102.347142857,16582,319771
7475717.843040265,1183988.0442857142,16582,319772
7471427.772956433,1184091.1042857142,16609,319774
7475249.4589644745,1184074.632857143,16582,319776
7471856.994493128,1183439.892857143,16772,319997
7477687.612490416,1183352.382857143,16492,319998
7468983.110171914,1183237.3028571429,16671,319999
7470506.32098551,1183233.3142857144,16753,320001
7469207.453804759,1183248.427142857,16738,320002
7469081.826478632,1183220.0899999999,16737,320003
7471090.731031034,1183288.7114285715,16762,320004
7470785.7836770415,1183155.0542857142,16753,320005
7467236.269556301,1183414.5985714286,16919,320006
7466556.888238803,1183240.9214285715,16894,320007
7467489.517700683,1183235.9842857143,16911,320008
7477930.466507106,1183201.6271428573,16492,320009
7467095.226147935,1183238.5914285714,16919,320010
7470680.3906754535,1183168.2,16753,320012
7467375.940949369,1183279.332857143,16919,320013
7476293.45006185,1183246.6757142856,16516,320015
7472011.582506079,1183236.1685714286,16788,320017
7466463.245966402,1183232.1985714287,16902,320018
7472247.464919558,1183278.9671428571,16736,320019
7469004.608640342,1187321.1957142858,16849,318498
7487013.000069244,1186864.8342857142,17586,318499
7475880.189380951,1187348.4628571428,17206,318500
7470371.261437591,1187339.132857143,16627,318502
7473476.936143572,1187468.4342857143,16817,318503
7449864.899528872,1186196.9585714287,17628,318504
7467963.458376847,1187347.0285714285,16948,318505
7472843.926366132,1187428.0742857144,16815,318509
7475395.319660623,1187394.4485714284,17172,318510
7467837.03783238,1187474.5285714287,16948,318511
7468116.371264473,1187391.0699999998,16848,318513
7479737.427139015,1187423.1871428571,17568,318515
7468707.148494845,1187385.3728571427,16847,318516
7480072.737228715,1187527.017142857,17568,318520
7475011.744963955,1187415.1114285714,17172,318521
7475059.242757726,1186729.907142857,17174,318746
7467817.631169607,1186694.6228571427,17067,318748
7469686.920442755,1186709.0757142857,16630,318750
7468636.6372449435,1186664.2514285715,17119,318751
7474260.187774232,1186757.7657142857,16603,318752
7474813.230083408,1186766.4514285715,17174,318754
7469904.089555165,1186707.8242857144,16766,318755
7469164.372521944,1186696.2642857144,16846,318756
7478823.030144604,1186844.2228571428,17563,318757
7478624.50785161,1186720.6871428571,17549,318758
7476048.692350044,1186625.8057142857,17542,318759
7474549.058055026,1186690.7542857141,16603,318760
7468962.09583221,1186683.342857143,16846,318762
7461690.007227818,1173854.982857143,16296,321447
7469718.797105156,1172514.4,16433,321657
7461592.377541415,1172343.9385714284,16262,321658
7469996.370216448,1172263.1442857143,16474,321659
7460334.232085594,1172405.3514285714,16247,321660
7461046.612794846,1172425.8385714286,16298,321661
7470151.323380357,1172254.4557142858,16474,321664
7469878.581086141,1172395.9928571428,16433,321665
7469467.285061352,1181576.037142857,16722,320394
7464960.127166357,1181624.5485714287,16952,320396
7470124.787341699,1181555.8714285714,16726,320397
7475753.017386564,1181614.0985714286,16520,320401
7466097.70496668,1181506.2557142857,16946,320402
7469738.52146345,1181477.7928571429,16726,320403
7469486.952454323,1181482.5857142857,16722,320405
7474801.476186177,1187357.1114285714,17173,318522
7468438.763922539,1187471.1085714286,16848,318523
7468236.629500761,1187318.0328571429,16848,318524
7476225.850970533,1187283.9257142858,17190,318525
7472398.405382993,1187413.0642857144,16822,318526
7474809.086228766,1187203.5242857141,17173,318527
7474475.27672094,1187418.0428571429,17169,318528
7476026.452953805,1187446.0871428573,17206,318531
7469949.616902769,1187391.3285714285,16627,318534
7470222.515774721,1187417.0828571427,16627,318535
7472895.294105595,1187374.7814285713,16815,318538
7479496.824157473,1187544.8399999999,17581,318539
7468058.430213527,1187338.66,16948,318544
7468631.063412879,1187339.6728571428,16847,318545
7471999.522736817,1191027.6057142857,17243,317056
7472506.349540092,1190934.3442857144,17255,317091
7472401.629044613,1191000.0214285715,17255,317066
7473350.5458266735,1191051.3028571429,17235,317072
7475076.618438697,1190022.9185714286,17178,317390
7482386.179743218,1189810.1885714284,17561,317394
7475900.683356451,1190075.1785714286,17177,317395
7471197.71984745,1190127.9142857143,16877,317396
7473115.125202471,1190149.69,16828,317398
7472910.0185196465,1190065.2314285713,16828,317399
7470700.280124996,1190108.8371428573,17087,317402
7472089.425504955,1190141.5,16882,317409
7470402.144569015,1189995.8757142858,16985,317413
7472322.878291104,1190069.9528571428,17064,317414
7473239.462603499,1190115.7414285713,16828,317415
7471768.223342386,1190097.1957142856,16995,317417
7471512.499805544,1190086.7942857144,16996,317420
7471253.728191266,1190070.1157142858,16876,317422
7473059.303933023,1190095.0514285713,16823,317425
7472085.356751878,1190044.8757142858,16882,317426
7471452.757830976,1194065.0957142857,17276,315775
7477663.10035054,1194033.1142857142,17364,315777
7475003.040195867,1194002.3199999998,17373,315778
7470810.055974139,1173523.7171428571,16475,321480
7471635.926763359,1173233.7942857142,16477,321481
7471296.821225952,1173548.3728571427,16399,321482
7469361.735988836,1173581.172857143,16418,321483
7460338.43319333,1173453.8800000001,16256,321484
7471713.295837482,1194131.9657142856,17276,315756
7474922.9554125145,1194223.6,17372,315758
7471546.37632384,1194101.1814285715,17276,315769
7476530.922530028,1193987.117142857,17381,315771
7472407.6044045985,1193996.5057142857,17275,315773
7459394.06122677,1173593.2485714287,16308,321487
7470380.482345011,1173565.6342857142,16476,321488
7461998.546951681,1173560.81,16267,321489
7462053.301561216,1173476.142857143,16267,321490
7470484.075422224,1173436.7357142856,16476,321491
7470137.296255284,1182888.1757142856,16754,320142
7469295.204078545,1182744.2771428572,16693,320143
7464846.628966199,1182774.182857143,17136,320144
7472534.120052104,1182856.035714286,16740,320145
7469594.805335613,1182735.4042857143,16721,320146
7466500.846763723,1182768.9728571428,17132,320147
7468411.777217364,1182534.5542857144,16635,320148
7468817.918003503,1182707.6199999999,16739,320150
7475220.146501074,1182843.5014285715,16594,320152
7475510.9921389,1182772.7642857144,16585,320154
7469336.739864028,1182702.9985714285,16707,320155
7468227.020043464,1182914.5642857142,16635,320158
7469631.31311957,1182665.2842857144,16721,320160
7467003.089903839,1182650.0628571429,16920,320162
7466862.1128040645,1182705.582857143,16910,320163
7468327.489757981,1182642.0814285716,16635,320164
7464903.809996685,1182669.6657142858,16929,320165
7469150.525152545,1182596.0871428573,16693,320168
7469393.611911463,1182644.4314285715,16798,320169
7471227.574283639,1182773.8028571429,16762,320170
7474363.350525308,1182656.9642857143,16590,320171
7466541.94750926,1182698.2485714285,17132,320172
7475381.494820049,1182649.29,16585,320173
7469874.48276798,1182684.667142857,16725,320174
7469706.777216984,1182628.387142857,16725,320175
7470885.380138967,1182621.6242857142,16761,320178
7467898.853548359,1182597.7728571428,16636,320180
7469451.041887792,1182593.2614285713,16722,320181
7465409.072849199,1182666.6257142858,17136,320182
7465293.339222968,1182604.822857143,17136,320183
7470520.711573054,1180906.6242857142,16727,320433
7451256.562040888,1180594.9014285714,17617,320407
7467514.9761333745,1181505.9685714287,16676,320409
7470171.458372084,1181462.6385714286,16801,320410
7465676.132292754,1181503.807142857,16845,320411
7469288.625072736,1181647.0471428572,16717,320412
7467438.384446181,1181257.7342857143,16808,320414
7464896.391654703,1181549.2857142857,16956,320415
7469559.0329059195,1181435.4085714286,16722,320420
7465032.710607465,1181521.9771428572,16951,320421
7467577.974437228,1181588.5471428572,16680,320423
7469193.893448121,1181505.0257142857,16717,320427
7470620.508875267,1181488.082857143,16730,320429
7466169.775337442,1181546.7057142856,16946,320430
7475832.512508703,1180882.3914285714,16520,320431
7464875.20729726,1181433.7142857143,16956,320432
7468240.180082535,1185427.9985714285,16921,319210
7466929.388105548,1181461.0657142857,16796,320435
7468670.802068504,1181516.4414285715,16793,320436
7469709.233363897,1181306.2285714285,16802,320438
7469026.954032881,1181206.1314285714,16717,320440
7464822.957130073,1181358.6885714286,16956,320442
7477092.688600067,1181293.8357142857,16571,320444
7470623.114369949,1181258.9214285715,16801,320445
7451214.480483181,1181323.8957142858,17620,320447
7469814.744640857,1181265.9085714286,16723,320448
7466947.109809534,1181214.0142857144,16681,320449
7470789.175630591,1181295.057142857,16727,320450
7474359.081380099,1185155.7228571428,16586,319204
7467699.585408804,1185398.3242857144,16837,319209
7467413.45392015,1185364.1071428573,16897,319211
7474223.813314215,1185363.377142857,16587,319212
7467218.986775207,1185353.0842857144,16897,319214
7471952.485949511,1190862.56,17098,317117
7471280.537038477,1190826.3314285714,16999,317131
7470528.748426262,1188997.0542857142,16860,317880
7473675.517704643,1194816.9842857143,17273,315559
7477095.287248796,1194738.3842857142,17308,315560
7473245.5954834875,1194799.2942857144,17274,315561
7474682.756596865,1194785.7857142857,17328,315566
7472598.946774995,1194497.677142857,17275,315567
7472813.091512775,1194896.6514285714,17274,315575
7480892.763489113,1194701.4757142859,17610,315576
7473268.223671319,1194691.8342857142,17273,315578
7473030.287702675,1194659.3257142857,17275,315581
7472823.602184729,1194761.3785714286,17275,315582
7473095.569091832,1194721.3157142857,17275,315584
7474119.580439404,1194670.1685714284,17272,315587
7477367.395144202,1194756.4414285715,17308,315589
7480975.361357421,1194889.672857143,17610,315590
7481737.115990892,1194786.132857143,17597,315591
7472225.669329096,1194057.362857143,17276,315779
7474048.969240015,1194096.3942857143,17331,315782
7481043.872770754,1194081.76,17533,315784
7471379.63054365,1193982.1042857142,17276,315785
7480763.358899854,1194131.1557142856,17533,315787
7480812.552110901,1194005.4585714284,17533,315788
7471583.785587633,1194032.0785714285,17276,315789
7469742.8527426105,1182552.2785714285,16725,320190
7464747.996233687,1181320.517142857,16956,320451
7472097.504802566,1193875.7485714285,17276,315794
7472275.363810755,1193982.8457142855,17276,315796
7471479.935321468,1193989.9157142858,17276,315798
7476410.857193658,1193994.9114285714,17381,315807
7473667.978893662,1193914.3399999999,17334,315808
7472175.871325325,1188957.877142857,16620,317878
7478153.888877997,1188955.9871428572,17194,317879
7475185.983215587,1188934.3214285714,17168,317882
7470732.831138233,1188923.1842857143,16859,317884
7470572.397356253,1188941.4814285713,16859,317885
7472599.679663169,1188897.7185714287,16791,317886
7477142.87695981,1188958.2157142856,17196,317887
7475458.023078866,1188997.4671428571,17168,317888
7470355.37381819,1188961.2357142856,17069,317889
7471403.398050826,1188917.1514285714,17114,317890
7477018.545684021,1188840.0185714285,17196,317893
