arc_uid,source,target,interior_flag,edge_uid,child_block_uid,parent_block_uid,leftrightflag,street_uid
4577019,8625,9133,0,7233879,319421,16661,L,0
4577019,9133,8625,0,7233880,319421,16661,R,0
4577824,10484,9942,0,7231805,1195260,17550,L,0
4577824,9942,10484,0,7231806,1195260,17550,R,0
2023124,15760,13744,0,1584113,311261,16240,L,282157
2023124,13744,15760,0,1584112,311259,16240,R,282157
5566581,11449,10488,0,9564758,1153861,16273,L,623688
5566581,10488,11449,0,9564759,1153862,16273,R,623688
2048469,9961,20181,0,1619569,319188,16837,R,86280
2048469,20181,9961,0,1619570,319163,16837,L,86280
4704491,4045,1513,0,8747264,1147630,16377,R,526405
4704491,1513,4045,0,8747263,1114722,16377,L,526405
3986519,10257,7572,0,9196334,1114505,16468,L,243012
3986519,7572,10257,0,9196335,996392,16485,R,243012
4607471,18448,12480,0,7292634,1006699,17009,L,255628
4607471,12480,18448,0,7292635,742214,17009,R,255628
4161193,18357,17708,0,6567231,881875,16458,L,289880
4161193,17708,18357,0,6567232,881877,16458,R,289880
2024117,11388,552,0,1584817,311665,16244,L,182373
2024117,552,11388,0,1584777,1174301,16244,R,182373
3147467,11097,19119,0,4306640,321150,16558,L,299970
3147467,19119,11097,0,4306641,321173,16546,R,299970
2037243,2470,6178,0,1604879,315441,17531,L,69253
2037243,6178,2470,0,1604946,315442,17531,R,69253
4576890,9256,1180,0,7236358,1114665,17126,L,208540
4576890,1180,9256,0,7236357,1114665,17126,R,208540
4577750,8785,16262,0,7233656,1086868,17204,R,341487
4577750,16262,8785,0,7233655,1086868,17204,L,341487
2051228,16786,18959,1,1623362,819224,16585,L,329226
2051228,18959,16786,1,1623361,819224,16585,R,329226
2057573,10654,21788,0,1629667,321808,16328,L,69234
2057573,21788,10654,0,1629649,321800,16335,R,69234
2056130,8396,16104,0,1637348,321431,16256,R,96347
2056130,16104,8396,0,1637350,1040547,16256,L,96347
4576767,5215,17236,0,7235009,1154886,16560,L,204842
4576767,17236,5215,0,7235010,1154885,16560,R,204842
3146719,21021,4970,0,4305593,317975,17196,R,188418
3146719,4970,21021,0,4305592,317947,17196,L,188418
2048460,22054,5731,1,1619527,319031,17555,L,161797
2048460,5731,22054,1,1619526,319031,17555,R,161797
2058210,8758,18681,0,1614696,318137,17189,L,387560
2058210,18681,8758,0,1614919,799601,17189,R,387560
4054357,20436,3335,0,6435923,871482,17621,L,178927
4054357,3335,20436,0,6435924,1029073,17613,R,178927
4089504,11378,21189,0,6482233,881117,16279,L,519847
4089504,21189,11378,0,6482234,881118,16279,R,519847
4576115,11789,19679,0,7235620,1154949,17070,L,333732
4576115,19679,11789,0,7235619,1154949,17070,R,333732
4576560,19582,285,0,7230625,1154945,16803,R,268510
4576560,285,19582,0,7230626,1154945,16803,L,268510
3498816,4731,10751,0,5263099,781500,17328,L,0
3498816,10751,4731,0,5263708,781501,17328,R,0
3659670,14263,13116,0,5905541,1174830,17382,L,191441
3659670,13116,14263,0,5905540,1174830,17382,R,191441
4581317,8813,924,0,7237167,1210573,16602,L,0
4581317,924,8813,0,7237168,1210573,16602,R,0
4585151,952,10517,0,7239420,1147634,16276,R,191187
4585151,10517,952,0,7239419,1147634,16276,L,191187
2056705,9129,22426,0,6680359,321586,16482,L,84156
2056705,22426,9129,0,6680360,918863,16482,R,84156
3659012,10503,275,0,5904452,780724,16452,L,125005
3659012,275,10503,0,5904453,996474,16460,R,125005
2047011,2323,4107,0,1617575,318696,17563,L,77599
2047011,4107,2323,0,1617574,318695,17563,R,77599
786481,6877,7711,0,3219109,552659,17578,R,81302
4577442,21157,22014,0,7238362,1154786,16807,L,86914
4577442,22014,21157,0,7238361,1154786,16807,R,86914
2120381,21593,7743,0,1905879,1000169,16541,L,334046
2120381,7743,21593,0,1905864,339498,16228,R,334046
4231022,7696,19697,0,6662029,1043415,16983,L,80164
4231022,19697,7696,0,6662031,905840,16979,R,80164
2056837,10647,9945,0,1635451,321612,16473,L,416909
2056837,9945,10647,0,1629076,321585,16411,R,416909
2041687,15050,15980,0,1629877,1154862,17180,L,398941
2041687,15980,15050,0,1629890,812709,17180,R,398941
4687420,1003,17717,0,8571427,339362,16565,L,335739
4687420,17717,1003,0,8571428,864649,16544,R,335739
2050869,18793,22580,0,1623017,319956,16492,L,48431
2050869,22580,18793,0,1634460,319977,16492,R,48431
2057570,2736,10316,0,8557304,715119,16322,R,98033
2057570,10316,2736,0,8557303,321776,16371,L,98033
2036193,11752,11262,0,8539385,315049,17522,L,293980
2036193,11262,11752,0,8539386,1005207,17529,R,293980
3311142,10863,10863,0,4543300,742312,16342,L,178995
3311142,10863,10863,0,4543299,1118927,16342,R,178995
2036954,1409,23181,0,1604537,315362,17327,L,90339
2036954,23181,1409,0,1604469,315339,17327,R,90339
2046229,8265,21138,0,1616195,1043383,16822,L,86925
2046229,21138,8265,0,1616430,1043384,16822,R,86925
3308359,21598,7108,0,4539836,949689,17483,R,345069
3308359,7108,21598,0,4539835,809390,17490,L,345069
625351,21094,3743,0,3288760,561976,17589,L,319326
625351,3743,21094,0,3288757,876596,17476,R,319326
2120385,3245,14599,0,1906717,339537,50146,L,304603
2120385,14599,3245,0,1905889,854126,50146,R,304603
3780038,21137,3211,0,6061307,827281,17545,L,179968
3780038,3211,21137,0,6061308,827279,17545,R,179968
3147776,18459,21470,0,4306838,321406,16311,L,384552
3147776,21470,18459,0,4306839,1194988,16323,R,384552
2044915,13529,77,0,1614349,1043413,17072,L,357278
2044915,77,13529,0,1614342,1077668,17072,R,357278
4579090,8992,22568,0,7230011,1154808,17539,L,373089
4579090,22568,8992,0,7230012,1154808,17539,R,373089
4576083,14134,21830,0,7230383,1000420,17616,L,319871
4576083,21830,14134,0,7230384,1040528,17616,R,319871
2052499,12933,4284,0,1625079,320451,16956,L,219811
2052499,4284,12933,0,1624962,956173,16956,R,219811
2034751,967,10177,0,1631950,834038,17422,L,104085
2034751,10177,967,0,1631949,314695,17509,R,104085
4839870,13580,22387,0,7865943,1056792,16498,L,544559
4839870,22387,13580,0,7865944,1056793,16531,R,544559
2058053,8650,18628,0,8543455,317378,17183,L,93183
2058053,18628,8650,0,8543456,755235,17181,R,93183
4578851,1926,22077,0,7236473,849516,17325,L,275133
4578851,22077,1926,0,7236474,1154918,17326,R,275133
4066816,12550,16016,0,6451659,874616,17463,L,638008
4066816,16016,12550,0,6451660,931055,17463,R,638008
2056932,8191,19955,0,1629186,321644,16298,L,62028
2056932,19955,8191,0,1629185,800961,16350,R,62028
3659019,995,14765,0,5904471,996474,16460,R,390559
3659019,14765,995,0,5904470,780747,16446,L,390559
3308231,1335,7673,0,4536715,1113986,17394,L,331440
3308231,7673,1335,0,4536716,1085512,17592,R,331440
3991886,6072,1402,0,6348243,982880,17058,L,377116
3991886,1402,6072,0,6348244,886804,17027,R,377116
4576719,21018,4754,0,7232637,1154867,16578,L,332673
4576719,4754,21018,0,7232638,1154867,16578,R,332673
4598783,9502,5087,0,7268682,997027,16956,L,97096
4598783,5087,9502,0,7268683,320470,16956,R,97096
2037157,14896,2670,0,1604759,315417,17427,R,221393
2037157,2670,14896,0,1604761,315404,17427,L,221393
2047959,13367,13294,0,6697586,319068,17551,R,243999
2047959,13294,13367,0,6697585,1086901,17436,L,243999
2057332,19400,21496,0,8557185,321738,16312,L,194051
2057332,21496,19400,0,8557186,1205234,16362,R,194051
4701604,475,9631,0,7530990,1029302,17515,L,525460
4701604,9631,475,0,7530991,1029301,17515,R,525460
2048910,20369,3614,1,1645160,742103,17559,R,405711
2048910,3614,20369,1,1645161,742103,17559,L,405711
4582445,15495,15705,0,7230541,910004,16293,L,386776
4582445,15705,15495,0,7230542,1194987,16293,R,386776
4575824,12585,2546,0,7230840,1195154,16704,L,184478
4575824,2546,12585,0,7230839,1195154,16704,R,184478
2041869,20976,5992,0,1610208,1174795,17180,L,398941
2041869,5992,20976,0,1610248,1174794,17180,R,398941
3311264,9001,5425,1,4543450,339392,16536,L,288497
3311264,5425,9001,1,4543449,339392,16536,R,288497
5178245,22790,9471,0,8557805,1043580,17280,L,334021
5178245,9471,22790,0,8557806,853844,17279,R,334021
4065096,2133,18462,0,7482730,1201438,16227,L,523440
4065096,18462,2133,0,7482731,1028094,16227,R,523440
3310947,18962,10242,0,4543051,996695,16489,L,423225
3310947,10242,18962,0,4543052,742268,16489,R,423225
3750057,7513,5797,0,6017591,996505,16782,L,97096
3750057,5797,7513,0,6017615,318126,16656,R,97096
4581543,7341,119,0,7235595,1000734,16586,L,409901
4581543,119,7341,0,7235596,1147486,16587,R,409901
4152784,21813,22124,0,6553669,1026826,16741,L,110794
4152784,22124,21813,0,6553670,1026825,16741,R,110794
4585463,13116,15951,0,7231114,1174830,17382,R,110829
4585463,15951,13116,0,7231113,1174831,17358,L,110829
4577818,22640,12099,0,7228305,997389,17114,L,86914
4577818,12099,22640,0,7228306,997389,17114,R,86914
3794678,6989,438,0,6082205,315458,17610,L,287031
3794678,438,6989,0,6082206,1154808,17539,R,287031
2120483,7472,747,1,1906005,894273,16229,R,645927
2120483,747,7472,1,1906007,894273,16229,L,645927
4577543,6923,15713,0,7225340,1043384,16822,L,115557
4577543,15713,6923,0,7225339,1043384,16822,R,115557
2036294,2507,9978,0,1644695,315135,17323,L,319388
2036294,9978,2507,0,1644702,315158,17321,R,319388
2054477,8138,18035,0,1634854,1147332,16720,L,270000
2054477,18035,8138,0,1627144,320976,16641,R,270000
5537114,5837,13500,0,9486230,1147629,16232,L,614354
5537114,13500,5837,0,9486231,1147627,16232,R,614354
2054891,10278,21597,1,1627511,1201175,17150,L,73489
2054891,21597,10278,1,1627487,1201175,17150,R,73489
3659010,995,20965,0,5904448,780727,16446,L,125005
3659010,20965,995,0,5904449,996474,16460,R,125005
2024168,4477,22467,0,1585241,311665,16244,R,297046
2024168,22467,4477,0,1584833,873816,16244,L,297046
2044799,19069,18411,0,1614150,317954,16620,L,112582
2044799,18411,19069,0,1614149,317924,16620,R,112582
4010742,17594,1412,0,6373440,870967,16565,R,268548
4010742,1412,17594,0,6373439,870970,16565,L,268548
4582379,8983,10425,0,7225347,1147132,16270,L,218586
4582379,10425,8983,0,7225348,1040541,16293,R,218586
5557570,19576,5894,0,9538859,1153830,17057,R,618786
5557570,5894,19576,0,9538858,1153828,17040,L,618786
5699566,7781,9779,0,9981050,1043407,17131,L,25645
5699566,9779,7781,0,9981051,997380,17131,R,25645
4575226,10116,10920,0,7223064,1194989,16244,L,25645
4575226,10920,10116,0,7223063,1194989,16244,R,25645
4049674,9044,1161,0,6428771,876935,17112,L,378773
4049674,1161,9044,0,6428772,876931,17112,R,378773
4579247,7524,16108,0,8538899,1174772,17517,L,331440
4579247,16108,7524,0,8538900,1174772,17517,R,331440
4582411,5134,5204,0,7237555,1154434,16422,L,184478
4582411,5204,5134,0,7237556,321340,16416,R,184478
4605726,12624,12624,0,7288984,318696,17563,L,157540
4605726,12624,12624,0,7288985,318757,17563,R,157540
2037225,5868,14358,0,1604849,315444,17531,R,289459
2037225,14358,5868,0,1604850,315442,17531,L,289459
4576775,1180,19013,0,7238043,1114665,17126,L,0
4576775,19013,1180,0,7238044,1114665,17126,R,0
3583135,16097,18786,0,5551472,809013,16466,L,180304
3583135,18786,16097,0,5551473,870789,16472,R,180304
2044793,20564,15745,0,1614227,317914,17561,L,237231
2044793,15745,20564,0,1614226,1174765,17561,R,237231
4577479,17607,4262,0,7228092,1154836,16602,R,514021
4577479,4262,17607,0,7228091,1154836,16602,L,514021
4575018,17846,21384,0,7228699,1155169,50148,L,25622
4575018,21384,17846,0,7228700,1155169,50148,R,25622
2054456,16259,13786,0,8538379,320992,16264,L,164677
2054456,13786,16259,0,8538380,1000214,16314,R,164677
2047658,18280,20839,0,1618450,1004542,16601,L,185284
2047658,20839,18280,0,1618449,318974,16599,R,185284
4704320,12767,11581,1,8222348,1201380,17606,L,526335
4704320,11581,12767,1,8222349,1201380,17606,R,526335
4581883,5901,17580,0,7237215,1005040,17109,L,97096
4581883,17580,5901,0,7237216,1174842,17109,R,97096
4068607,18814,17158,0,6454526,321726,17046,R,420276
4068607,17158,18814,0,6454525,903837,17042,L,420276
3309735,3731,16199,1,4541515,1006722,17581,L,213652
3309735,16199,3731,1,4541516,1006722,17581,R,213652
2042938,18532,16247,0,1611328,317301,17107,R,98962
2042938,16247,18532,0,1611329,317262,17007,L,98962
2022984,9935,3313,0,7743624,949062,17626,L,157635
2022984,3313,9935,0,7743625,741932,17626,R,157635
5866334,18140,206,1,10573848,1086877,17432,L,101592
5866334,206,18140,1,10573849,1086877,17432,R,101592
4122846,14968,7282,0,6521555,885030,17567,L,204842
4122846,7282,14968,0,6521556,1005089,17560,R,204842
2045305,18873,7177,0,1615005,318178,17200,L,190843
2045305,7177,18873,0,1614864,318179,17203,R,190843
4603490,5114,1574,1,7283846,1210582,17301,L,313990
4603490,1574,5114,1,7283847,1210582,17301,R,313990
4583578,2600,3989,0,7224673,311311,17622,L,243025
4583578,3989,2600,0,7224674,311311,17622,R,243025
4129072,8736,20904,0,6525789,874629,17445,L,83656
4129072,20904,8736,0,6525790,874615,17447,R,83656
2120238,8580,8422,0,1905746,339488,16537,R,335739
2120238,8422,8580,0,1905733,339472,16537,L,335739
4839443,6585,23177,0,7864990,1056823,16538,L,544393
4839443,23177,6585,0,7864989,1056828,16535,R,544393
2053630,21238,7601,0,1626216,320802,16444,L,92790
2053630,7601,21238,0,1626215,1154426,16444,R,92790
4608776,15358,2382,0,7295458,947816,17205,L,404361
4608776,2382,15358,0,7295459,1000729,17205,R,404361
4584261,22698,16232,0,7239958,1154935,16638,R,103030
4584261,16232,22698,0,7239957,1174839,16638,L,103030
4576018,4597,12187,0,7235803,1195275,16789,L,119952
4576018,12187,4597,0,7235804,1195275,16789,R,119952
5462504,12486,17458,0,9196434,999426,16249,L,337967
5462504,17458,12486,0,9196435,321063,16321,R,337967
4194671,1584,20395,0,6616748,829904,16448,L,402752
4194671,20395,1584,0,6616753,892338,16448,R,402752
3754304,12250,6061,0,6023752,319922,16581,L,301183
3754304,6061,12250,0,6023785,996490,16581,R,301183
2044719,5237,3375,0,1614006,773062,17131,L,56486
2044719,3375,5237,0,1614005,317912,16862,R,56486
2025912,9710,14581,1,1587397,956252,17624,L,293315
2025912,14581,9710,1,1587999,956252,17624,R,293315
4576893,12106,18269,0,7224021,1201384,17560,L,204842
4576893,18269,12106,0,7224022,1201384,17560,R,204842
4579734,4005,21341,0,7223353,311252,16239,L,163300
4579734,21341,4005,0,7223354,1076971,16240,R,163300
4584509,20178,13513,0,7222489,829949,16550,L,243578
4584509,13513,20178,0,7222490,1033371,16550,R,243578
4163654,3603,3139,0,6570603,1040512,17012,R,386529
4163654,3139,3603,0,6570604,321133,17052,L,386529
2050004,16951,121,0,1621732,851783,17133,L,134957
2050004,121,16951,0,1621731,1043617,16831,R,134957
4068674,5828,7095,0,6454627,315587,17272,L,60071
4068674,7095,5828,0,6454629,849516,17325,R,60071
2052750,20161,21881,0,1625255,320464,16963,R,333732
2052750,21881,20161,0,1625381,320547,16964,L,333732
4579179,14776,11439,0,7229647,1154805,17539,L,212927
4579179,11439,14776,0,7229648,1154805,17539,R,212927
2022174,1085,18102,0,1584008,311224,17618,R,275280
2022174,18102,1085,0,1584009,311223,17618,L,275280
3613741,20806,4881,0,5665174,718637,16666,R,102397
3613741,4881,20806,0,5665173,1004955,16659,L,102397
3308476,16471,17587,0,4536899,314574,17603,L,110872
3308476,17587,16471,0,4536900,314593,17603,R,110872
4577081,3828,6199,0,7222317,1004947,16598,L,0
4577081,6199,3828,0,7222318,997236,16598,R,0
3659180,18230,9694,0,5904756,1201175,17150,L,255628
3659180,9694,18230,0,5904757,1174847,17001,R,255628
4582347,12348,22602,0,7233031,321135,16258,L,275329
4582347,22602,12348,0,7233032,1029152,16264,R,275329
2057449,3214,6855,0,1629550,1000177,16370,L,371624
2057449,6855,3214,0,1629549,793472,16312,R,371624
2033615,12614,502,0,1601188,314327,17513,L,252233
2033615,502,12614,0,1601185,314336,17513,R,252233
2033268,9824,17849,0,1600832,314229,17412,L,80389
2033268,17849,9824,0,1600831,314209,17402,R,80389
2050463,19106,20339,0,1622212,1174835,16838,L,254933
2050463,20339,19106,0,1622308,319856,16838,R,254933
3309643,1697,2233,0,4537747,318247,17187,L,127024
3309643,2233,1697,0,4537748,318306,17187,R,127024
4583850,17064,22361,0,7235245,1179522,16693,L,119630
4583850,22361,17064,0,7235246,1005052,16693,R,119630
3309755,2260,18625,0,4541545,742039,16766,L,0
3309755,18625,2260,0,4541546,742034,16782,R,0
4581475,21764,11553,0,7234409,319140,16629,L,268510
4581475,11553,21764,0,7234410,1195273,16631,R,268510
3749999,8282,14955,0,6017510,320301,16930,L,151890
3749999,14955,8282,0,6017534,1205116,16926,R,151890
5573277,8048,11260,0,9583022,1077476,16472,L,593045
5573277,11260,8048,0,9583023,1174578,16470,R,593045
4152665,9394,12863,0,8260274,885068,16310,L,85705
4152665,12863,9394,0,8260275,885066,16310,R,85705
5053131,5945,17980,0,9484862,761527,17295,L,138627
5053131,17980,5945,0,9484863,316515,17294,R,138627
4600430,3236,16865,0,7273592,956253,17624,L,120737
4600430,16865,3236,0,7273593,312183,17624,R,120737
2038704,4857,19248,0,1606508,315851,17276,L,151816
2038704,19248,4857,0,1606506,1043578,17280,R,151816
3752072,6785,18836,0,6021026,1174836,17132,L,97096
3752072,18836,6785,0,6021027,320007,16894,R,97096
2050340,6140,16526,0,1632677,319822,16608,L,156990
2050340,16526,6140,0,1632674,319717,16608,R,156990
2022722,3675,9870,0,1584879,311706,16243,L,287068
2022722,9870,3675,0,1584878,311715,16241,R,287068
3310888,8180,3237,0,4542971,742254,16293,R,337352
3310888,3237,8180,0,4542972,715041,16255,L,337352
4599619,1680,11536,1,7271060,934506,17138,L,89498
4599619,11536,1680,1,7271061,934506,17138,R,89498
4609569,22393,22393,0,7297281,872051,17094,L,44662
4609569,22393,22393,0,7297280,982503,17094,R,44662
4582279,14337,20298,0,8538327,321048,16249,L,221985
4582279,20298,14337,0,8538328,321026,16321,R,221985
3147736,13586,10538,0,4308016,715081,17034,L,180065
3147736,10538,13586,0,4308017,999228,17035,R,180065
2052533,15033,2428,0,1625122,1043611,16958,R,308520
2052533,2428,15033,0,1625073,789109,16845,L,308520
3750053,18249,8000,0,6017614,318091,17095,R,246584
3750053,8000,18249,0,6017590,1201356,17092,L,246584
2045768,1856,14050,0,1615703,794294,16814,R,60378
2045768,14050,1856,0,1615704,318353,16814,L,60378
2056663,19651,4735,0,1628953,321410,16477,L,155775
2056663,4735,19651,0,1628952,321544,16399,R,155775
2045406,11744,8758,0,1615115,318137,17189,L,389470
2045406,8758,11744,0,1615114,318163,17189,R,389470
4152691,16910,19531,0,6553510,880688,16273,R,418068
4152691,19531,16910,0,6553509,880692,16275,L,418068
4604290,9541,14062,1,7285778,1056821,16526,L,419263
4604290,14062,9541,1,7285779,1056821,16526,R,419263
4123329,10868,2885,0,6522381,874628,17454,L,527824
4123329,2885,10868,0,6522382,874639,17455,R,527824
2040012,1598,14893,1,6426145,316205,17352,L,82243
2040012,14893,1598,1,6426146,316205,17352,R,82243
2053912,22420,17536,0,1638382,1000215,17121,L,255628
2053912,17536,22420,0,1638383,320407,17617,R,255628
3775911,727,20032,1,6054897,982819,16412,L,345725
3775911,20032,727,1,6054898,982819,16412,R,345725
3311682,20544,4530,1,4543960,1087288,50143,L,132717
3311682,4530,20544,1,4543959,1087288,50143,R,132717
4576087,23025,3522,0,7235137,1154424,16444,L,0
4576087,3522,23025,0,7235138,1154424,16444,R,0
2056234,14743,14346,0,1644038,321460,16349,L,121378
2056234,14346,14743,0,1644036,1147137,16381,R,121378
2052173,4183,22676,0,1624685,1005040,17109,L,308520
2052173,22676,4183,0,1624684,997051,16944,R,308520
3774865,8998,15449,0,6536924,982792,17485,L,194658
3774865,15449,8998,0,6536923,798415,17485,R,194658
4583961,15784,803,0,7237595,1000331,17180,L,0
4583961,803,15784,0,7237596,780969,17180,R,0
2055818,2592,23120,0,1635199,321340,16416,L,232670
2055818,23120,2592,0,1635212,321336,16422,R,232670
4068644,14238,1605,0,6454593,1113986,17394,L,331440
4068644,1605,14238,0,6454595,898419,17589,R,331440
4576573,7680,22917,0,7227902,1043607,16845,L,97096
4576573,22917,7680,0,7227901,1043607,16845,R,97096
2053828,3099,2617,0,1626438,1043637,16861,R,112165
2053828,2617,3099,0,1626439,320831,16861,L,112165
3146351,14629,20892,1,4307149,315664,17276,L,304110
3146351,20892,14629,1,4307148,315664,17276,R,304110
4065800,18750,21387,0,6450175,1005005,16742,R,187502
4065800,21387,18750,0,6450176,320742,16789,L,187502
2044749,8182,3375,0,1614057,318002,17131,L,55563
2044749,3375,8182,0,1614056,773062,17131,R,55563
4839821,7677,7607,0,7865827,1056793,16531,R,544547
4839821,7607,7677,0,7865828,1056803,16531,L,544547
3147786,15936,19354,0,4306842,321421,16296,L,130163
3147786,19354,15936,0,4306843,321447,16296,R,130163
5263928,10994,11992,0,10575121,1210566,17446,R,604767
5263928,11992,10994,0,10575120,1119476,17446,L,604767
3147542,12927,6112,0,4307754,715030,16401,L,377906
3147542,6112,12927,0,4307755,742240,16426,R,377906
2041184,18954,9096,0,1629917,316687,17300,L,314696
2041184,9096,18954,0,1629916,316704,17300,R,314696
4576700,23138,25,0,7235309,1174833,16900,L,190998
4576700,25,23138,0,7235310,1043598,16838,R,190998
4599896,19271,12267,0,7271919,897830,17621,R,98033
4599896,12267,19271,0,7271918,311595,17629,L,98033
2055992,4691,11152,0,1645004,877853,16563,L,184039
2055992,11152,4691,0,1644997,339345,16556,R,184039
4577407,158,8314,0,7231029,1043434,16782,L,314807
4577407,8314,158,0,7231030,1195251,16652,R,314807
4045780,6270,22586,0,6615979,1154408,16485,L,219708
4045780,22586,6270,0,6615980,872658,16485,R,219708
3309588,20603,13808,0,4541342,318168,16614,L,318850
3309588,13808,20603,0,4541341,318180,16614,R,318850
2057511,4165,12530,0,1629609,321785,16331,R,342510
2057511,12530,4165,0,1629610,822650,16317,L,342510
2055290,19652,12899,0,1627915,321208,17052,L,303730
2055290,12899,19652,0,1627887,321180,17052,R,303730
4610498,5108,3145,0,7299205,1154806,17539,R,339105
4610498,3145,5108,0,7299204,1154805,17539,L,339105
3310892,16981,3237,0,4538609,715041,16255,L,194372
3310892,3237,16981,0,4538610,1040541,16293,R,194372
4575266,20293,11673,0,7228772,1153845,16348,L,296546
4575266,11673,20293,0,7228771,1194987,16293,R,296546
5119025,17423,18075,1,8411809,1030535,17501,L,593079
5119025,18075,17423,1,8411810,1030535,17501,R,593079
4585417,22371,14179,0,7234037,1006719,17570,L,204842
4585417,14179,22371,0,7234038,1006719,17570,R,204842
4704621,23180,14011,0,7547544,317500,16882,L,268958
4704621,14011,23180,0,7547545,838198,16992,R,268958
4581018,15583,11980,0,7234365,318065,16779,L,86914
4581018,11980,15583,0,7234366,318161,16778,R,86914
4575634,778,5899,0,9664834,1204933,16462,R,415181
4575634,5899,778,0,9664833,1204933,16462,L,415181
2052978,8498,17792,0,1634623,1000235,16729,L,282670
2052978,17792,8498,0,1634628,320511,16732,R,282670
4580229,6986,5696,0,7239132,315788,17533,R,207813
4580229,5696,6986,0,7239131,315787,17533,L,207813
2039431,7008,4860,0,1633525,316077,17346,L,519845
2039431,4860,7008,0,1633541,1086928,17347,R,519845
4579124,18314,14705,0,7234741,1154822,17426,L,212930
4579124,14705,18314,0,7234742,1154822,17426,R,212930
2120331,7494,13081,1,1907819,854130,16378,L,259746
2120331,13081,7494,1,1907817,854130,16378,R,259746
3658935,3044,6896,0,5904318,829948,16556,L,180952
3658935,6896,3044,0,5904319,829946,16556,R,180952
4067770,3067,4088,0,6453233,886662,16292,L,361752
4067770,4088,3067,0,6453234,886661,16300,R,361752
2052452,6101,11029,0,8270158,1086967,16953,L,185527
2052452,11029,6101,0,8270159,320464,16963,R,185527
719201,16434,8288,0,3218859,552279,17470,L,237235
719201,8288,16434,0,3218861,552287,17470,R,237235
2054790,22561,6295,0,1635436,321078,16499,R,291804
2054790,6295,22561,0,1635418,1042138,16542,L,291804
2037764,9747,20126,0,1644336,315582,17275,L,247052
2037764,20126,9747,0,1644332,315527,17275,R,247052
4598790,1625,16708,0,7268703,320101,16798,R,373951
4598790,16708,1625,0,7268702,956177,16798,L,373951
3498888,8787,10083,0,5263508,1043503,17550,R,376659
3498888,10083,8787,0,5262895,1174786,17550,L,376659
4581401,22457,14611,0,7236529,994292,16842,L,110018
4581401,14611,22457,0,7236530,318970,16842,R,110018
2057650,15397,9054,0,1639514,321832,16309,L,113786
2057650,9054,15397,0,1639513,321825,16393,R,113786
2039040,15913,19873,0,1606955,315973,17282,R,334021
2039040,19873,15913,0,1606991,315886,17280,L,334021
4172532,3691,2082,1,6584539,1028715,16546,L,266429
4172532,2082,3691,1,6584540,1028715,16546,R,266429
2053605,21462,20458,0,1643691,320793,16742,L,140931
2053605,20458,21462,0,1643689,320734,16686,R,140931
4579182,15435,14776,0,7229649,1043451,17411,L,212927
4579182,14776,15435,0,7229650,1043451,17411,R,212927
2056940,18176,9807,1,1640964,321554,17055,R,384703
2056940,9807,18176,1,1640966,321554,17055,L,384703
3147590,11975,7963,0,4307819,829974,17021,R,276112
3147590,7963,11975,0,4307818,999021,17075,L,276112
2056095,7750,509,0,1628329,321338,16442,L,101481
2056095,509,7750,0,1635187,321390,16442,R,101481
2043887,21043,1890,0,1612704,317650,16991,L,265227
2043887,1890,21043,0,1612703,317626,16991,R,265227
2036423,2814,19709,0,1603945,315211,17321,L,330151
2036423,19709,2814,0,1633182,315202,17327,R,330151
4008602,14532,11570,0,6617489,1071984,17569,L,245831
4008602,11570,14532,0,6617490,874759,17569,R,245831
3310821,4064,2438,0,4542866,742243,16562,L,408696
3310821,2438,4064,0,4542865,999004,16562,R,408696
2047896,9680,6285,0,2745853,1205111,16595,L,0
2047896,6285,9680,0,2745854,1205111,16595,R,0
2046691,10469,1912,0,1632179,318527,17173,L,68358
2046691,1912,10469,0,1617135,318664,17174,R,68358
3146721,14302,518,0,4305596,318073,17096,L,166290
3146721,518,14302,0,4305597,318091,17095,R,166290
3146771,2733,6262,0,4305666,765455,17137,L,201321
3146771,6262,2733,0,4305667,318326,16969,R,201321
3498723,19707,3346,0,5262526,782404,16333,R,113839
3498723,3346,19707,0,5262528,845414,16333,L,113839
2054259,22092,6724,0,1626922,1004942,16710,L,70799
2054259,6724,22092,0,1626921,1147332,16720,R,70799
4194942,3956,12454,0,6617184,1000654,16284,R,147531
4194942,12454,3956,0,6617183,897408,16284,L,147531
3775031,10986,14568,1,6053527,1195257,17525,L,641693
3775031,14568,10986,1,6053528,1195257,17525,R,641693
3780033,19302,2297,0,6061297,827279,17545,L,224346
3780033,2297,19302,0,6061298,845349,17435,R,224346
2054849,14267,13537,0,1641138,321066,16499,L,398192
2054849,13537,14267,0,1641137,1028925,16562,R,398192
4576299,19545,22698,0,7239179,1174839,16638,R,64636
4576299,22698,19545,0,7239180,1174839,16638,L,64636
719203,22076,16434,0,3218865,1000647,17470,L,78560
719203,16434,22076,0,3218863,552287,17470,R,78560
2023283,14934,2875,0,1584283,311305,17622,L,377667
2023283,2875,14934,0,1584282,311298,17622,R,377667
2045835,16345,14716,0,1632568,318322,16848,L,123407
2045835,14716,16345,0,1632567,318420,16955,R,123407
2046630,2801,12482,0,1617040,956191,16847,L,209150
2046630,12482,2801,0,1617039,318641,16949,R,209150
4579228,4493,17328,0,7239442,1154821,17477,L,386449
4579228,17328,4493,0,7239441,1154821,17477,R,386449
5859773,22498,17986,0,10557426,790362,16540,L,358912
5859773,17986,22498,0,10557427,1174962,16228,R,358912
