arc_uid,source,target,interior_flag,edge_uid,child_block_uid,parent_block_uid,leftrightflag,street_uid
2033921,9288,7037,0,1601506,314432,17400,R,408936
4583906,8938,707,1,7239211,997717,16243,L,67053
4583906,707,8938,1,7239212,997717,16243,R,67053
2050799,11374,470,0,1622722,997144,16592,L,307055
2050799,470,11374,0,1622720,319879,16582,R,307055
2051904,16854,17333,0,1624246,320074,16588,L,89316
2051904,17333,16854,0,1624285,1000268,16590,R,89316
2039010,21904,1237,0,1633671,315856,17355,R,321557
2039010,1237,21904,0,1633672,315901,17364,L,321557
4039409,20305,17440,0,6412280,1033370,16550,R,619318
4039409,17440,20305,0,6412279,884806,16550,L,619318
2050716,3724,15130,0,1622646,319810,16781,R,198935
2050716,15130,3724,0,1622859,319935,16605,L,198935
4609136,16989,12758,1,7296246,751443,17327,L,60071
4609136,12758,16989,1,7296247,751443,17327,R,60071
2050889,19658,9215,0,1622898,319940,16774,R,287169
2050889,9215,19658,0,1622667,319868,16774,L,287169
2052308,1283,22660,0,1624846,320409,16676,R,345690
2052308,22660,1283,0,1624844,320386,16679,L,345690
2038950,19598,20195,0,1606839,315908,17278,L,69297
2038950,20195,19598,0,1632230,315922,17278,R,69297
3775742,7350,373,0,6054665,822264,16459,L,515537
3775742,373,7350,0,6054666,822262,16460,R,515537
4584722,11610,12818,0,7224025,1155177,16261,L,37905
4584722,12818,11610,0,7224026,1174302,16241,R,37905
4577193,848,14839,0,7229211,1205111,16595,L,0
4577193,14839,848,0,7229212,1205111,16595,R,0
2039745,7006,11296,0,1607907,316170,17283,L,375087
2039745,11296,7006,0,1607883,316210,17285,R,375087
2044750,8182,19631,0,1643413,773062,17131,L,69887
2044750,19631,8182,0,1643412,317999,16858,R,69887
4576293,20425,14491,0,7265600,997031,16956,R,97096
4576293,14491,20425,0,7265601,1005037,16850,L,97096
4581533,1582,20489,0,8244220,1174761,16783,L,238858
4581533,20489,1582,0,8244221,1043423,16613,R,238858
830428,16204,17716,0,3214958,551715,16233,L,62762
830428,17716,16204,0,3214957,850521,50152,R,62762
5261396,16480,10345,0,8741237,1114500,16409,L,243012
5261396,10345,16480,0,8741238,875447,16409,R,243012
2120102,21296,18660,0,1907958,339404,16490,L,407472
2120102,18660,21296,0,1907957,339430,16425,R,407472
2120926,18519,6802,0,1907776,1005935,50151,L,339956
2120926,6802,18519,0,1907778,862279,50144,R,339956
2052574,2392,11641,0,1625114,320444,16571,L,402729
2052574,11641,2392,0,1624891,1028279,16566,R,402729
4609707,22633,12244,0,7297576,1210573,16602,L,86914
4609707,12244,22633,0,7297577,1201383,16602,R,86914
2054595,20645,21974,0,7256275,1042138,16542,R,0
2054595,21974,20645,0,7256274,1042138,16542,L,0
2041231,9096,20512,0,8267998,316687,17300,L,314696
2041231,20512,9096,0,8267999,1210582,17301,R,314696
3147941,7495,16449,0,8557299,321801,16322,L,225739
3147941,16449,7495,0,8557300,715119,16322,R,225739
2051399,17721,7504,0,8562418,1174846,16740,R,403969
2051399,7504,17721,0,8562417,320145,16740,L,403969
4604983,21753,15882,0,7287374,1000616,17456,L,466181
4604983,15882,21753,0,7287375,811621,17471,R,466181
3310449,5446,5314,0,4542423,1043527,16520,L,118489
3310449,5314,5446,0,4542424,742166,16520,R,118489
2047049,13836,5132,1,1632741,994971,16928,L,404560
2047049,5132,13836,1,1632739,994971,16928,R,404560
245751,14269,9525,0,3214661,551585,16236,L,175521
245751,9525,14269,0,3214660,551593,16236,R,175521
4579225,7066,22427,1,7240299,842289,17486,L,104654
4579225,22427,7066,1,7240300,842289,17486,R,104654
2046382,2613,2994,0,1634110,318515,17568,L,261120
2046382,2994,2613,0,1634109,318573,17568,R,261120
2120211,2080,154,0,1907605,339472,16537,R,163357
2120211,154,2080,0,1907606,854702,16544,L,163357
3147673,9769,1074,0,4307926,715058,16488,L,422399
3147673,1074,9769,0,4307927,715075,16488,R,422399
2119836,14557,8651,0,1908068,829948,16556,L,184039
2119836,8651,14557,0,1908069,339344,16556,R,184039
3147137,15142,5261,1,4307444,946014,17009,L,220385
3147137,5261,15142,1,4307445,946014,17009,R,220385
4577908,8037,834,0,7234139,317825,17156,L,130313
4577908,834,8037,0,7234140,317695,17188,R,130313
2041473,20002,1344,1,8557570,1210582,17301,R,332228
2041473,1344,20002,1,8557569,1210582,17301,L,332228
4583115,4100,3040,0,7228844,320119,16755,L,266799
4583115,3040,4100,0,7228843,784240,16804,R,266799
4575233,22440,8428,0,7238376,1085839,16382,L,269264
4575233,8428,22440,0,7238375,1085839,16382,R,269264
2040460,15333,332,0,1608751,316295,17538,R,266720
2040460,332,15333,0,1608752,316419,17429,L,266720
2038461,10140,13746,0,1644375,1000393,17275,L,254211
2038461,13746,10140,0,1644374,741879,17275,R,254211
2119900,814,3055,0,1906997,1033370,16550,L,140725
2119900,3055,814,0,1905321,339365,16550,R,140725
2054567,18774,22979,0,6428636,320994,17018,R,163404
2054567,22979,18774,0,6428635,321021,16887,L,163404
786694,9937,13817,0,3214927,850521,50152,L,604268
786694,13817,9937,0,3214926,1042136,50152,R,604268
3146810,22435,15611,0,4305715,1195260,17550,L,382514
3146810,15611,22435,0,4305714,318242,17550,R,382514
2047346,17242,1631,0,1634176,318827,17562,L,252358
2047346,1631,17242,0,1634174,1006719,17570,R,252358
2052025,21965,13559,0,1635041,1042099,17574,L,52150
2052025,13559,21965,0,1635032,320251,17574,R,52150
2048318,5599,15530,0,1619338,319189,16921,L,140320
2048318,15530,5599,0,1619337,319128,16842,R,140320
4576482,15269,6172,0,7222346,1210678,17438,R,510035
4576482,6172,15269,0,7222345,997001,17574,L,510035
4575148,13187,10790,0,7238291,1000177,16370,L,371624
4575148,10790,13187,0,7238292,321752,16282,R,371624
4580727,10636,8209,0,7241102,1179521,17175,R,373104
4580727,8209,10636,0,7241101,1174793,17175,L,373104
2042906,8852,10305,0,1632681,317290,16884,L,238768
2042906,10305,8852,0,1632679,317272,17005,R,238768
4576453,17699,6368,0,7227851,320326,16571,L,0
4576453,6368,17699,0,7227852,320326,16571,R,0
2042660,1573,8538,0,1610955,1210558,17003,L,233922
2042660,8538,1573,0,1610988,1210559,17003,R,233922
3310606,15564,2018,0,4538417,552707,17578,L,41921
3310606,2018,15564,0,4538418,999427,17580,R,41921
216417,14186,17603,0,3288365,561924,17444,L,244179
216417,17603,14186,0,3288354,561956,17444,R,244179
2054936,10474,7387,0,1627577,321115,16550,L,82131
2054936,7387,10474,0,1627541,321109,16550,R,82131
4579355,10544,17468,0,7233110,1205109,17506,R,292096
4579355,17468,10544,0,7233109,1205109,17506,L,292096
4579795,22395,23009,0,7224861,311521,16238,L,214828
4579795,23009,22395,0,7224862,311410,17616,R,214828
4581614,9259,20023,0,7226962,319700,17583,R,77709
4581614,20023,9259,0,7226961,997158,17583,L,77709
2023344,6242,15365,0,1585322,311362,17613,L,388804
2023344,15365,6242,0,1585321,311311,17622,R,388804
2046760,15679,18231,0,1617241,318662,17173,R,293954
2046760,18231,15679,0,1617243,318374,17206,L,293954
2033255,2093,21047,0,1600829,314209,17402,L,284265
2033255,21047,2093,0,1600812,314219,17412,R,284265
4578124,21048,21351,0,7230333,1154762,16828,L,0
4578124,21351,21048,0,7230334,1077665,16830,R,0
3499294,22477,6380,0,5263354,339550,50149,L,294763
3499294,6380,22477,0,5263957,339540,50145,R,294763
3775712,5860,10815,0,6054605,822247,16450,L,72887
3775712,10815,5860,0,6054606,822250,16450,R,72887
4610405,22141,2464,0,7299020,1174827,17280,L,314937
4610405,2464,22141,0,7299021,836703,17280,R,314937
4054358,3335,13894,0,6435925,871482,17621,L,178927
4054358,13894,3335,0,6435926,1029073,17613,R,178927
4581265,7036,15011,0,7232799,318374,17206,L,50960
4581265,15011,7036,0,7232800,318746,17174,R,50960
2044447,12034,7876,0,1613614,317840,16867,L,303942
2044447,7876,12034,0,1613613,317890,17114,R,303942
4576184,15253,6522,0,7240508,1004959,17009,R,334710
4576184,6522,15253,0,7240507,1004959,17009,L,334710
4577838,22023,11175,0,7235231,1210553,16820,L,150950
4577838,11175,22023,0,7235232,1210552,16820,R,150950
2036898,15516,1409,0,1604392,741833,17327,L,90339
2036898,1409,15516,0,1604468,315339,17327,R,90339
2043245,12587,14442,0,1611762,317364,16996,R,240857
2043245,14442,12587,0,1611763,317389,16996,L,240857
4584952,19685,17432,0,7266058,1004891,17386,L,290361
4584952,17432,19685,0,7266059,1195271,17357,R,290361
2052123,5655,11214,0,1624591,320365,16676,R,173606
2052123,11214,5655,0,1624592,320334,16676,L,173606
2056866,7110,14221,0,1637485,321623,16366,L,181891
2056866,14221,7110,0,1637484,321615,16295,R,181891
3775903,20717,20333,0,6054879,826636,16530,L,363435
3775903,20333,20717,0,6054880,826637,16530,R,363435
4578376,6170,2075,0,7228427,1064661,17175,L,207813
4578376,2075,6170,0,7228428,1154875,17175,R,207813
4579405,8292,11634,1,7238466,982789,17468,R,510007
4579405,11634,8292,1,7238465,982789,17468,L,510007
2043168,8160,21567,0,1611606,1205106,17597,L,334239
2043168,21567,8160,0,1611605,317394,17561,R,334239
2121448,6675,19265,0,1907492,1087288,50143,L,145223
2121448,19265,6675,0,1906678,877326,50143,R,145223
233023,7747,21624,0,3218209,552794,17579,L,345671
233023,21624,7747,0,3218152,925883,17579,R,345671
4609959,198,8529,0,7298080,1004947,16598,L,409901
4609959,8529,198,0,7298081,1004947,16598,R,409901
4577279,16679,1954,0,7239866,1154840,16601,L,112537
4577279,1954,16679,0,7239865,1154842,16601,R,112537
2045745,20373,6490,0,1615690,318309,16782,R,97096
2045745,6490,20373,0,1615420,1043390,16782,L,97096
2037323,17444,8734,1,1604941,315413,17312,R,51324
2037323,8734,17444,1,1604942,315413,17312,L,51324
2044536,19016,5652,0,1613739,999183,16820,L,391701
2044536,5652,19016,0,1613738,997396,16821,R,391701
2051162,19243,3782,0,1623280,320069,16739,L,165765
2051162,3782,19243,0,1623279,319999,16671,R,165765
2054185,14333,14384,0,1626850,320903,16706,L,123886
2054185,14384,14333,0,1626864,320935,16764,R,123886
218979,7814,19667,0,3217848,552239,17496,L,236739
218979,19667,7814,0,3217847,1004936,17496,R,236739
4578098,11831,15794,0,7231154,997442,17087,L,413959
4578098,15794,11831,0,7231153,1174760,17141,R,413959
2050262,12168,15957,0,1622092,319802,17081,R,51874
2050262,15957,12168,0,1622094,319778,17081,L,51874
2054213,17430,16956,0,1626857,1205119,16264,L,337967
2054213,16956,17430,0,1626854,996647,16264,R,337967
2051678,19264,13444,0,1623939,1043613,17110,L,126303
2051678,13444,19264,0,1624020,320231,16926,R,126303
3786764,9088,2439,1,6070634,321054,17438,L,261717
3786764,2439,9088,1,6070633,321054,17438,R,261717
4582259,63,19117,0,7232752,321017,17009,R,356341
4582259,19117,63,0,7232751,742214,17009,L,356341
4530354,22888,16907,0,7122752,913952,17180,L,336609
4530354,16907,22888,0,7122753,1174789,17165,R,336609
4576226,22611,1195,0,7238977,1154427,16769,R,268510
4576226,1195,22611,0,7238978,1154427,16769,L,268510
4612469,14343,19722,0,7302736,997402,16882,L,25645
4612469,19722,14343,0,7302737,1000325,16621,R,25645
2038869,3320,9166,0,1606735,772764,17334,L,172965
2038869,9166,3320,0,1606734,315894,17278,R,172965
2120763,11298,3991,1,1907387,821330,50144,L,148900
2120763,3991,11298,1,1907386,821330,50144,R,148900
2048668,1332,2808,0,1645159,319273,17557,L,205035
2048668,2808,1332,0,1645152,706526,17557,R,205035
2024033,14876,13094,0,1584737,1005656,17619,R,386692
2024033,13094,14876,0,1584738,311650,17619,L,386692
2057038,12123,11876,0,1631643,321554,17055,L,289132
2057038,11876,12123,0,1629287,321509,17045,R,289132
2043411,14067,4919,0,1611994,317466,17205,R,61860
2043411,4919,14067,0,1611858,1000726,17205,L,61860
2044927,1372,7808,0,1614230,1174745,16820,L,334035
2044927,7808,1372,0,1614375,318029,16825,R,334035
3147401,6553,10819,0,4306554,321082,17009,L,386529
3147401,10819,6553,0,4306555,1201175,17150,R,386529
3310900,14609,17484,0,4542989,1056821,16526,L,175865
3310900,17484,14609,0,4542990,724369,16526,R,175865
4577724,19007,21383,0,7237146,1154852,17550,R,409901
4577724,21383,19007,0,7237145,1154852,17550,L,409901
4063092,22857,269,0,6446321,1154917,17268,L,96691
4063092,269,22857,0,6446322,870038,17326,R,96691
4584831,19075,10633,0,7235135,1043516,17161,L,345496
4584831,10633,19075,0,7235136,1043501,17161,R,345496
4605010,9426,8566,0,7287398,1000617,17460,L,54431
4605010,8566,9426,0,7287399,1000609,17459,R,54431
2051950,11425,4814,0,1624316,320074,16588,L,402729
2051950,4814,11425,0,1624307,819224,16585,R,402729
4163931,12640,14907,0,6697578,742081,17556,R,243999
4163931,14907,12640,0,6697577,1086901,17436,L,243999
4194380,19728,17135,0,6616213,896833,16435,L,386126
4194380,17135,19728,0,6616214,896837,16398,R,386126
2047201,4021,10713,0,1632764,934506,17138,L,208167
2047201,10713,4021,0,1632763,318751,17119,R,208167
4578955,14118,3943,0,7241521,1174773,17597,L,207813
4578955,3943,14118,0,7241522,1174773,17597,R,207813
2047714,17104,15308,0,1618561,1004894,16600,R,87193
2047714,15308,17104,0,1618567,318908,16599,L,87193
2053176,17217,13307,0,1640046,836633,16728,L,267146
2053176,13307,17217,0,1640052,320637,16643,R,267146
2050671,10191,5821,0,1632734,319920,16608,R,285640
2050671,5821,10191,0,1632735,319822,16608,L,285640
4194550,20105,13324,0,6616531,789297,16443,L,177786
4194550,13324,20105,0,6616532,789289,16443,R,177786
4575939,5026,19426,0,7239515,1154410,16760,L,106200
4575939,19426,5026,0,7239516,1154409,16760,R,106200
2046973,13598,15931,0,1617552,318762,16846,L,208167
2046973,15931,13598,0,1617551,318690,16846,R,208167
2033788,18026,20410,0,1601362,741770,17513,L,168842
2033788,20410,18026,0,1601358,314371,17513,R,168842
3564213,22314,5866,0,5525219,798413,17485,L,303835
3564213,5866,22314,0,5525218,798412,17485,R,303835
3659068,2961,20334,0,5904546,869443,17036,L,189162
3659068,20334,2961,0,5904547,833526,17030,R,189162
3498676,7501,5579,0,5262775,800250,16396,R,308171
3498676,5579,7501,0,5262774,800253,16396,L,308171
4045250,12915,15231,0,6421721,1147624,16543,L,77784
4045250,15231,12915,0,6421722,876353,16556,R,77784
2057559,12043,14902,0,1629477,321712,16253,L,145945
2057559,14902,12043,0,1635707,826367,16253,R,145945
3147945,4557,18106,0,4308212,715121,16322,L,485639
3147945,18106,4557,0,4308213,715120,16322,R,485639
4703749,4773,12901,0,7543232,1029151,16264,L,542180
4703749,12901,4773,0,7543233,854787,16374,R,542180
3147253,10547,11872,0,8538025,1005002,16640,L,152286
3147253,11872,10547,0,8538026,1210450,16715,R,152286
2053166,6717,17448,0,8539674,836633,16728,R,361956
2053166,17448,6717,0,8539673,320656,16785,L,361956
3147332,6301,10528,0,8538333,1000214,16314,L,88520
3147332,10528,6301,0,8538334,1000213,16264,R,88520
2055173,15809,12374,0,8538851,321151,16395,L,164228
2055173,12374,15809,0,8538852,757155,16373,R,164228
2046675,15646,8432,0,8541653,318656,17581,L,306148
2046675,8432,15646,0,8541654,1006722,17581,R,306148
2121067,9568,6206,1,1906539,1155169,50148,L,419257
2121067,6206,9568,1,1906538,1155169,50148,R,419257
5536379,19508,75,0,9484391,783990,17431,R,409901
5536379,75,19508,0,9484390,1210576,17540,L,409901
2053966,2457,12822,0,8344382,1004941,16710,L,62841
2053966,12822,2457,0,8344383,1195154,16704,R,62841
4580859,8794,13830,1,7227811,999174,17625,L,281970
4580859,13830,8794,1,7227812,999174,17625,R,281970
4583346,9279,20862,0,8540881,552194,17500,L,80656
4583346,20862,9279,0,8540882,996776,17420,R,80656
2051556,11902,10829,0,8539899,320163,16910,L,299300
2051556,10829,11902,0,8539900,1195274,16916,R,299300
719026,21719,2717,0,8539103,552194,17500,L,276130
719026,2717,21719,0,8539104,552204,17489,R,276130
5783606,21395,13229,0,10278439,1195322,16294,L,550712
5783606,13229,21395,0,10278440,1201435,16294,R,550712
4577782,22981,15574,0,7600631,1154772,17090,R,0
4577782,15574,22981,0,7600630,1154772,17090,L,0
2040615,7544,265,0,8269673,881542,17357,R,127851
2040615,265,7544,0,8269672,1154924,17357,L,127851
2058281,20472,9561,0,8540979,742031,17206,L,84682
2058281,9561,20472,0,8540980,318500,17206,R,84682
4584547,10220,4603,0,8541235,1154887,17548,L,118342
4584547,4603,10220,0,8541236,1154887,17548,R,118342
5042595,14503,5141,0,8244486,314287,17506,L,220138
5042595,5141,14503,0,8244487,314244,17506,R,220138
5882584,1126,56,0,10616092,1205229,16268,L,644837
5882584,56,1126,0,10616093,1205233,16362,R,644837
5579654,2880,10704,0,9597544,315897,17276,L,339105
5579654,10704,2880,0,9597545,836703,17280,R,339105
5118719,20072,11405,0,8410187,1154917,17268,L,133941
5118719,11405,20072,0,8410188,1154918,17326,R,133941
2055510,2091,22808,0,8259480,829974,17021,L,362562
2055510,22808,2091,0,8259481,321243,17021,R,362562
4864624,10044,1064,0,7919217,1201434,16385,L,119015
4864624,1064,10044,0,7919218,1201434,16385,R,119015
4609700,1693,7159,0,7297562,1195250,16807,L,86914
4609700,7159,1693,0,7297563,1195250,16807,R,86914
2045038,19376,3204,0,1614545,318070,17072,L,172900
2045038,3204,19376,0,1614522,318093,17072,R,172900
4575364,8241,9943,0,7235928,1042111,16372,L,145945
4575364,9943,8241,0,7235927,1153847,16372,R,145945
2055374,10677,1369,0,1635540,999004,16562,R,640209
2055374,1369,10677,0,1635574,742244,16562,L,640209
4704697,18623,15977,1,7549402,1028992,16540,L,526462
4704697,15977,18623,1,7549403,1028992,16540,R,526462
3837527,8704,18143,0,6141783,552654,17574,L,339750
3837527,18143,8704,0,6141784,552716,17574,R,339750
2045801,23111,20640,0,1615654,1004904,16652,R,86914
2045801,20640,23111,0,1615742,318300,16652,L,86914
2046990,13026,22861,0,1617583,318743,16939,L,224208
2046990,22861,13026,0,1617580,318766,16932,R,224208
2046240,15444,1767,0,1616470,1000303,16824,L,93972
2046240,1767,15444,0,1616294,318478,16817,R,93972
4582440,6653,10082,0,7241129,910004,16293,L,386776
4582440,10082,6653,0,7241130,1194987,16293,R,386776
2049702,20885,7922,1,1621187,1071973,16917,R,82397
2049702,7922,20885,1,1621299,1071973,16917,L,82397
4580307,17201,3906,0,7240883,316042,17343,L,275133
4580307,3906,17201,0,7240884,819911,17288,R,275133
5572715,6306,17141,0,9581581,1174302,16241,R,0
5572715,17141,6306,0,9581580,1174302,16241,L,0
4582433,8334,22301,1,7230765,1194988,16323,L,262988
4582433,22301,8334,1,7230766,1194988,16323,R,262988
2052242,15648,3202,0,1624782,789109,16845,L,277364
2052242,3202,15648,0,1624781,320402,16946,R,277364
2052382,18363,9228,0,2746161,921440,16571,L,0
2052382,9228,18363,0,2746162,921440,16571,R,0
4194961,8594,10941,0,6617212,1033117,16237,L,25645
4194961,10941,8594,0,6617211,1174299,16225,R,25645
4579136,21285,18314,0,7241298,1005213,17426,L,293980
4579136,18314,21285,0,7241297,1154822,17426,R,293980
2045284,9002,5377,0,1614945,318141,16656,L,69889
2045284,5377,9002,0,1632597,318134,16782,R,69889
5042475,15197,5341,0,8244116,997375,17122,L,25645
5042475,5341,15197,0,8244117,1201352,16626,R,25645
2044397,17880,22023,0,1613538,317785,16819,L,150950
2044397,22023,17880,0,1613537,317838,16821,R,150950
2045246,12030,11034,0,1614880,318129,16778,R,167003
2045246,11034,12030,0,1614881,318149,16618,L,167003
4577394,18366,13103,0,7231123,1043434,16782,L,314807
4577394,13103,18366,0,7231124,1195251,16652,R,314807
4578653,4391,1135,0,7266064,1195271,17357,L,290361
4578653,1135,4391,0,7266065,1077718,17357,R,290361
4576233,3035,195,0,7238379,1043634,16971,R,201627
4576233,195,3035,0,7238380,1174845,16971,L,201627
3837648,22612,22101,0,6142015,339808,50148,L,138919
3837648,22101,22612,0,6142016,335714,50148,R,138919
2041832,21289,7325,0,1610178,316866,17230,L,126902
2041832,7325,21289,0,1610177,996746,17232,R,126902
2047507,13066,541,0,1618263,994292,16842,R,198330
2047507,541,13066,0,1618264,1043435,16842,L,198330
4577928,2750,13380,0,7234131,1154847,17160,L,0
4577928,13380,2750,0,7234132,1154847,17160,R,0
2048917,8120,21305,0,1620107,319348,17557,R,92810
2048917,21305,8120,0,1620176,706526,17557,L,92810
2120205,21698,6537,0,8557431,854702,16544,L,335739
2120205,6537,21698,0,8557432,864649,16544,R,335739
2119842,13692,17195,0,1907570,876351,16556,L,315217
2119842,17195,13692,0,1907568,339349,16543,R,315217
4581454,19716,17850,0,7240065,1205111,16595,L,46694
4581454,17850,19716,0,7240066,1077679,16600,R,46694
2037560,2160,8273,0,1640842,315543,17388,L,211836
2037560,8273,2160,0,1633461,1154921,17267,R,211836
4039915,9293,16942,0,6413057,321050,16542,L,291804
4039915,16942,9293,0,6413058,882374,16555,R,291804
3778634,12646,15910,0,6059399,789443,16336,L,224430
3778634,15910,12646,0,6059400,789450,16317,R,224430
2043372,7284,22531,0,1611954,317395,17177,L,135853
2043372,22531,7284,0,1612090,778689,17208,R,135853
4584877,11983,19931,0,7225503,1174578,16470,L,180304
4584877,19931,11983,0,7225504,870789,16472,R,180304
2119074,22487,5641,0,1908096,339401,16532,L,369755
2119074,5641,22487,0,1908095,339407,16536,R,369755
2051343,12690,15714,0,1623525,784240,16804,L,96086
2051343,15714,12690,0,1623523,1043618,16754,R,96086
2043157,4982,12229,0,1611667,317273,17178,L,65037
2043157,12229,4982,0,1611601,778689,17208,R,65037
2039573,3624,18866,0,1607693,316086,17284,L,248360
2039573,18866,3624,0,1607691,316159,17284,R,248360
4575325,11854,12208,0,7227274,1174301,16244,L,25645
4575325,12208,11854,0,7227273,1174301,16244,R,25645
4608629,14598,10916,0,7295178,952588,17302,L,373104
4608629,10916,14598,0,7295179,1077694,17302,R,373104
2053150,9285,11550,0,1625730,320632,16976,L,126493
2053150,11550,9285,0,1625728,320628,16973,R,126493
4576219,15475,13388,0,7241212,1154961,16717,L,425078
4576219,13388,15475,0,7241211,1114668,16718,R,425078
4575494,12816,16719,0,7222058,1174590,16334,L,0
4575494,16719,12816,0,7222057,1174590,16334,R,0
4582844,22013,16156,0,7223294,551538,17578,R,474038
2120823,6802,3670,1,1906330,862279,50144,L,123823
2120823,3670,6802,1,1906328,862279,50144,R,123823
4580291,12792,4324,0,7234779,315981,17281,L,453217
4580291,4324,12792,0,7234780,1043586,17346,R,453217
2119176,6898,21215,0,1907902,339516,16552,R,294370
2119176,21215,6898,0,1907903,339491,16552,L,294370
4577915,18947,20967,0,7236725,1201358,16980,L,0
4577915,20967,18947,0,7236726,1201358,16980,R,0
718987,2899,17156,0,3218737,552184,17490,L,412597
718987,17156,2899,0,3218735,724313,17490,R,412597
4579081,2256,8513,0,7230673,1201373,17539,L,67029
4579081,8513,2256,0,7230674,1154808,17539,R,67029
3659086,17864,22082,0,6428676,833520,17023,R,423765
3659086,22082,17864,0,6428675,833523,17023,L,423765
2048022,11821,16958,1,1618968,956187,16766,L,362473
2048022,16958,11821,1,1618967,956187,16766,R,362473
4576328,17699,18363,0,7228247,921440,16571,L,238360
4576328,18363,17699,0,7228248,320326,16571,R,238360
4580656,15627,20763,0,7239571,1027444,17246,L,222879
4580656,20763,15627,0,7239572,1067779,17255,R,222879
2050825,4093,1066,0,1632732,319966,16608,L,156990
2050825,1066,4093,0,1632731,319905,16772,R,156990
2050933,10167,16358,0,1622909,319990,16492,R,47980
2050933,16358,10167,0,1622939,319957,16492,L,47980
4172690,6611,17701,0,6584741,896435,17440,L,154467
4172690,17701,6611,0,6584742,896430,17440,R,154467
5054204,8714,8796,0,8279923,1087006,16798,R,64636
5054204,8796,8714,0,8279922,1195277,16798,L,64636
2049842,15144,5269,0,1621362,319618,16609,L,199707
2049842,5269,15144,0,1621537,319677,16612,R,199707
4137633,2206,2123,0,6533145,873767,16481,L,178525
4137633,2123,2206,0,6533146,873759,16482,R,178525
4579531,512,12296,0,7238745,552265,17480,L,172639
4579531,12296,512,0,7238746,1195258,17419,R,172639
216235,5653,17706,1,3288315,561924,17444,L,91708
216235,17706,5653,1,3288314,561924,17444,R,91708
2045136,13905,11563,0,1614426,1077668,17072,L,377813
2045136,11563,13905,0,1614689,318095,16854,R,377813
2055919,8458,18307,0,1638481,321364,16389,L,70385
2055919,18307,8458,0,1638460,321333,16372,R,70385
4581570,7503,2064,0,7224177,319554,16584,L,375307
4581570,2064,7503,0,7224178,780360,16584,R,375307
2035922,12837,23157,0,1603401,315025,17584,L,266764
2035922,23157,12837,0,1603485,315014,17584,R,266764
219048,4747,22088,0,3217857,552244,17482,L,419628
219048,22088,4747,0,3217843,552218,17482,R,419628
3940834,21015,6138,0,6280681,885194,17330,L,198926
3940834,6138,21015,0,6280682,1147496,17330,R,198926
219657,11697,14137,0,3217985,552290,17488,L,301943
219657,14137,11697,0,3217953,552278,17488,R,301943
2046466,5448,6761,0,1616827,1071974,16627,L,233808
2046466,6761,5448,0,1616826,1195247,16627,R,233808
2041502,15829,113,0,1609877,316746,17245,L,368420
2041502,113,15829,0,1609876,316816,17245,R,368420
4577655,784,16189,0,7224474,1174784,17167,L,336609
4577655,16189,784,0,7224473,1174784,17167,R,336609
2033451,6831,6957,0,1632924,920038,17412,L,331440
2033451,6957,6831,0,1632912,1201381,17423,R,331440
4584824,14266,5621,0,7222355,1153825,17094,L,401171
4584824,5621,14266,0,7222356,999207,17094,R,401171
2120721,5229,8287,0,1907740,339659,50143,R,103096
2120721,8287,5229,0,1907742,339671,50143,L,103096
4156220,10151,1665,0,6558895,1154918,17326,L,452532
4156220,1665,10151,0,6558896,849441,17311,R,452532
2055499,5045,5411,0,1638725,321274,16409,L,249539
2055499,5411,5045,0,1638726,1114490,16409,R,249539
2044818,1740,20984,0,1614201,317999,16858,L,236039
2044818,20984,1740,0,1614200,318023,16858,R,236039
2119168,308,22401,0,1905750,1000654,16284,L,415164
2119168,22401,308,0,1905753,339486,16287,R,415164
2039433,2383,16948,0,1644478,316057,17345,L,274884
2039433,16948,2383,0,1644477,316113,17345,R,274884
2036436,9450,20046,0,1603859,315197,17530,R,422346
2036436,20046,9450,0,1603961,315226,17530,L,422346
4577375,9075,4418,0,8243872,994971,16928,L,0
4577375,4418,9075,0,8243873,994971,16928,R,0
2037330,446,8606,0,1604979,781500,17328,L,249852
2037330,8606,446,0,1604980,315465,17274,R,249852
3310581,2018,8931,0,4538389,552707,17578,L,41921
3310581,8931,2018,0,4538390,742188,17580,R,41921
4583580,7266,5359,0,7233139,742157,16520,L,263603
4583580,5359,7266,0,7233140,320401,16520,R,263603
4577547,12668,19761,0,7227445,1195251,16652,L,86914
4577547,19761,12668,0,7227446,1195251,16652,R,86914
2051098,17243,12092,0,1623770,320020,16788,L,55265
2051098,12092,17243,0,1634224,320017,16788,R,55265
5536440,1469,7557,0,9484538,1179521,17175,L,345496
5536440,7557,1469,0,9484539,778689,17208,R,345496
2057741,946,5586,0,1644261,797088,16351,L,151356
2057741,5586,946,0,1644260,321862,16353,R,151356
3659029,14911,19733,0,5904486,1210569,17446,L,281669
3659029,19733,14911,0,5904487,315331,17478,R,281669
5178912,17485,12994,0,8560595,315417,17427,L,113765
5178912,12994,17485,0,8560596,956216,17597,R,113765
5178071,5910,13624,0,8557116,315888,17334,R,304295
5178071,13624,5910,0,8557115,772764,17334,L,304295
3659220,8322,6421,0,8536135,321185,17084,L,330096
3659220,6421,8322,0,8536136,321237,17084,R,330096
4575378,18310,6384,0,7238628,996543,16452,L,125005
4575378,6384,18310,0,7238627,780747,16446,R,125005
2052397,3694,1532,0,8541320,1154865,16520,L,125521
2052397,1532,3694,0,8541319,320393,16520,R,125521
2038973,22496,6622,0,9485358,783634,17332,L,95816
